"","Ctrl1","Ctrl2","Ctrl3","Ctrl4","MOR1","MOR2","MOR3","MOR4"
"ENSMUSG00000026175",0.15,0.2,0.24,0.1,0.03,0.14,0.05,0.11
"ENSMUSG00000026176",4.06,2.56,3.78,2.88,2.52,1.62,2.44,1.94
"ENSMUSG00000026177",1.33,2.25,1.42,1.4,1.94,1.22,1.92,2.21
"ENSMUSG00000026179",103.74,112.67,117.26,98.84,91.34,100.95,85.83,101.12
"ENSMUSG00000026180",0.34,0.18,0.02,0,0.14,0.05,0.17,0.27
"ENSMUSG00000026181",16.48,15.74,30.15,15.97,21.01,18.37,18.06,21.03
"ENSMUSG00000026182",0,0,0,0,0,0,0,0
"ENSMUSG00000026185",13.56,15.14,13.89,22.09,10.85,14.01,11.46,12.04
"ENSMUSG00000026187",8.22,6.78,9.19,7.36,8.53,9.71,7.77,7.41
"ENSMUSG00000026188",7.86,10.12,4.8,7.88,10.04,9.75,9.24,10.53
"ENSMUSG00000026189",6.54,6.2,6.69,5.34,6.94,4.63,5.64,4.96
"ENSMUSG00000026192",8.03,7.91,7.85,6.88,7.49,7.63,7.06,7.4
"ENSMUSG00000026193",6.59,5.24,10.78,3.97,2.62,3.26,1.48,2.78
"ENSMUSG00000026196",0.08,0.02,0.02,0.13,0.05,0.03,0.04,0.01
"ENSMUSG00000026197",20.05,22.66,17.75,16.87,18.41,25.98,20.24,20.6
"ENSMUSG00000026198",11.32,12.33,10.96,11.06,14.97,14.37,13.84,13.89
"ENSMUSG00000026199",5.57,8.7,7.61,6.82,7.87,7.32,8.16,7.91
"ENSMUSG00000026200",2.51,2.29,3.34,2.01,1.56,1.77,1.71,1.56
"ENSMUSG00000026201",42.31,40.92,51.04,38.21,43.77,47.84,49.04,43.51
"ENSMUSG00000026202",474.3,488.64,301.79,389.05,392.99,447.69,438.28,358.6
"ENSMUSG00000026203",34.6,30,37.38,32.3,33.49,34.15,33.78,32.09
"ENSMUSG00000026204",92.41,88.36,113.59,70.19,66.99,82.76,86.59,78.21
"ENSMUSG00000026205",0.13,0.03,0.1,0.08,0.03,0.11,0.17,0.2
"ENSMUSG00000026207",38.82,51.78,59.8,37.68,30.13,32.64,33.95,31.73
"ENSMUSG00000026208",0.28,0.34,1.22,0.32,0.27,0.51,0.4,0.09
"ENSMUSG00000026209",57.88,50.15,59.82,38.28,46.6,35.97,49.23,41.39
"ENSMUSG00000026211",4.36,6.82,6.92,6,3.25,5.69,8.28,5.66
"ENSMUSG00000026213",6.89,10.05,9.53,9.38,8.63,8.77,10.73,9.54
"ENSMUSG00000026219",12.12,18.37,19.78,19.21,18.93,25.19,16.93,18.36
"ENSMUSG00000026220",4.08,8.3,2.75,6.72,6.98,7.7,6.86,7.55
"ENSMUSG00000026222",0.37,1.78,1.2,0.76,0.77,0.74,1.08,0.6
"ENSMUSG00000026223",694.55,637.57,957.18,572.43,636.3,510.57,725.1,725.06
"ENSMUSG00000026224",3.04,4.66,4.83,2.62,2.48,2.33,2.07,2.75
"ENSMUSG00000026226",0.85,1.09,0.87,0.4,0.75,0.56,0.6,0.76
"ENSMUSG00000026227",2.81,1.82,2.28,1.98,1.86,2.01,2.73,1.8
"ENSMUSG00000026228",0.38,0.8,0.59,1.02,0.64,0.46,0.24,0.47
"ENSMUSG00000026229",65.16,67.74,70.78,66.87,61.69,82.96,68.02,68.66
"ENSMUSG00000026234",27.71,24.04,26.95,32.26,39.59,33.79,34.77,28.53
"ENSMUSG00000026235",19.77,33.95,30.6,27.43,30.17,32.38,34.98,25.03
"ENSMUSG00000026237",0.05,0.13,0.06,0.13,0.22,0.24,0,0.06
"ENSMUSG00000026238",189.25,156.03,135.95,214.17,217.63,228.31,211.07,211.77
"ENSMUSG00000026239",42.89,33.65,44.11,34.56,51.42,47.31,39.15,49.11
"ENSMUSG00000026240",16.2,15.55,16.85,12.51,15.01,13.17,15.04,15.41
"ENSMUSG00000026241",8,7.13,1.77,4.52,8.19,5.26,5.72,4.77
"ENSMUSG00000026245",41.22,34.62,35.91,44.01,45.68,58.2,48.6,45.13
"ENSMUSG00000026246",0,0,0,0,0,0,0,0
"ENSMUSG00000026247",8.73,6.45,39.75,8.59,3.01,2.42,1.28,1.42
"ENSMUSG00000026248",24.26,21.6,22.16,20.99,22.78,24.6,19.45,19.45
"ENSMUSG00000026249",315.58,262.42,272.38,225.24,212.28,279.65,197.91,246.92
"ENSMUSG00000026251",0,0,0,0,0,0,0,0
"ENSMUSG00000026253",0,0,0.02,0.09,0,0,0,0
"ENSMUSG00000026254",22.25,17.59,17.67,21.33,20.25,22.71,16.55,17.71
"ENSMUSG00000026255",9.25,12.08,6.35,9.09,8.94,11.83,9.37,8.41
"ENSMUSG00000026258",0.55,0.29,0.43,0.68,0.22,0.15,0,0
"ENSMUSG00000026259",152.27,149.16,301.36,148.02,126.91,136.54,118.16,91.73
"ENSMUSG00000026260",155.96,126.3,134.73,127.96,136.47,138.91,121.92,139.57
"ENSMUSG00000026269",5.47,6.62,4.35,2.93,4.18,3.85,4.43,3.83
"ENSMUSG00000026270",18.13,20.7,22.66,17.84,25.73,24.43,20.22,23.41
"ENSMUSG00000026271",0.34,0,0.08,0.18,0.34,0.11,0.33,0.13
"ENSMUSG00000026272",0,0,0,0,0,0,0,0
"ENSMUSG00000026273",10.1,10.2,8.82,11.01,10.75,13.61,12.71,11.73
"ENSMUSG00000026274",0.3,2.74,2.3,0.8,1.71,0.4,0.84,0.31
"ENSMUSG00000026275",30.6,17.81,37.9,27.36,38.99,23.48,28.14,28.15
"ENSMUSG00000026276",1.44,1.51,1.11,2.16,1.13,1.85,0.36,1.61
"ENSMUSG00000026277",116.72,106.61,104.41,118.13,150.82,139.14,133.21,126.02
"ENSMUSG00000026278",107.03,97.25,69.97,82.94,124.47,73.79,90.77,86.69
"ENSMUSG00000026279",18.34,17.52,31.24,15.63,14.7,20.67,21.23,21.13
"ENSMUSG00000026280",27.6,24.27,30.03,26.62,29.99,40.18,29.03,33.44
"ENSMUSG00000026281",29.66,25.71,25.13,29.99,35.34,36.89,32.35,31.08
"ENSMUSG00000026283",3.9,2.99,3.84,3.77,3.81,3.84,3.88,4.32
"ENSMUSG00000026285",0.03,0.22,0,0.04,0.03,0,0.15,0.11
"ENSMUSG00000026288",4.33,6.23,4.73,6.37,6.56,5.24,4.75,4.91
"ENSMUSG00000026289",22.66,25.61,31.11,25.73,25.76,23.73,25.36,27.92
"ENSMUSG00000026295",0.64,0.6,1.49,0.18,0.07,0,0,0.1
"ENSMUSG00000026301",0.08,0.27,0.17,0.11,0.47,0.25,0.07,0.11
"ENSMUSG00000026303",0.51,0.65,0.77,0.61,0.75,0.59,0.39,0.54
"ENSMUSG00000026304",0,0.38,0.25,0.16,0,0.1,0,0
"ENSMUSG00000026305",27.12,29.23,41.16,28.91,38.09,28.53,29.69,27.45
"ENSMUSG00000026307",5.01,5.61,4.9,5.06,5.13,3.34,4.32,5.56
"ENSMUSG00000026308",0.06,0.07,0.11,0.08,0.08,0,0.02,1.54
"ENSMUSG00000026309",28.99,29.09,31.2,28.68,32.25,37.52,37.12,42.4
"ENSMUSG00000026311",6.77,8.36,7.85,6.92,5,7.7,9.67,9.32
"ENSMUSG00000026312",4.23,6.48,9.88,6.24,4.18,4.86,3.12,2.72
"ENSMUSG00000026313",8.54,12.1,9.78,12.76,15.6,11.5,13.42,20.62
"ENSMUSG00000026315",2.42,4.02,0.53,2.56,3.58,2.53,2.11,3.17
"ENSMUSG00000026317",8.78,6.29,7.68,5.83,12.36,8.8,10.7,6.5
"ENSMUSG00000026319",13.78,13,13.65,17.31,15.87,16.67,17.14,14.37
"ENSMUSG00000026321",0.27,0.39,0.2,0.19,0.1,0.18,0.17,0.18
"ENSMUSG00000026322",5.46,7.85,8.39,4.37,1.32,1.25,0.28,2.13
"ENSMUSG00000026327",0,0,0.13,0,0.05,0,0,0
"ENSMUSG00000026331",0,0,0.02,0.03,0,0,0,0
"ENSMUSG00000026333",5.83,5.04,6.97,5.41,4.41,5.31,6.8,4.64
"ENSMUSG00000026335",23.74,18.69,20.37,19.54,12.78,26.46,35.66,33.72
"ENSMUSG00000026336",0,0,0,0,0,0,0,0
"ENSMUSG00000026339",2.09,3.56,2.73,3.08,2.85,3.9,4.56,3.33
"ENSMUSG00000026341",38.64,35.08,38.3,37.11,34.86,39.61,39.24,36.53
"ENSMUSG00000026342",9.17,9.67,9.33,14.21,11.29,12.09,14.1,11.51
"ENSMUSG00000026343",0,0.17,0.08,0,0.03,0,0.05,0
"ENSMUSG00000026344",67.39,53.8,172.17,92.42,99.92,92.43,68.8,68.63
"ENSMUSG00000026347",3.3,1.86,1.05,2.3,2.7,3.15,1.81,3.01
"ENSMUSG00000026348",0,0.1,0.05,0,0.04,0,0,0
"ENSMUSG00000026349",8.79,11.88,9.8,11.48,12.13,9.11,10.02,10.08
"ENSMUSG00000026353",21.81,15.53,14.06,17.47,22.46,18.2,20.8,16.11
"ENSMUSG00000026354",0.13,0.1,0.02,0.07,0.12,0.05,0,0.03
"ENSMUSG00000026355",2.79,2.52,1.76,4.83,4.83,5.55,3.91,3.88
"ENSMUSG00000026356",36.38,31.43,31.6,35.77,36.04,40.06,32.1,33.04
"ENSMUSG00000026357",0.06,0.07,0.07,0.12,0.15,0,0.04,0.31
"ENSMUSG00000026358",0,0.3,0.18,0.44,0.08,0.18,0.29,0.25
"ENSMUSG00000026360",35.38,25.9,47.35,30.81,33.8,31.32,26.82,32.54
"ENSMUSG00000026361",1.18,1.31,1.08,1.22,1.52,0.88,1.07,1.07
"ENSMUSG00000026365",11.19,8.84,14.57,8.78,6,7.13,6.12,5.58
"ENSMUSG00000026368",0,0,0,0,0,0,0,0
"ENSMUSG00000026374",13.49,11.96,11.59,13.92,15.25,14.38,12.55,13.79
"ENSMUSG00000026377",20.97,15.51,17.43,15.82,17.34,20.15,18.65,21.03
"ENSMUSG00000026380",3.44,5.08,3.47,3.96,2.32,2.54,1.6,1.46
"ENSMUSG00000026383",2.06,2.94,2.76,3.69,2.49,3.43,2.75,2.39
"ENSMUSG00000026384",4.25,7.47,3.41,7.08,3.61,11.21,9.81,8.83
"ENSMUSG00000026385",562.62,405.53,379.2,459.85,459.15,491.46,472.57,539.74
"ENSMUSG00000026387",0.16,0.07,0.11,0.33,0.21,0.12,0.04,0.19
"ENSMUSG00000026388",2.9,1.56,1.35,0.43,1.55,0.94,1.96,2.11
"ENSMUSG00000026389",4.54,4.75,5.37,4.38,2.75,2.96,4.84,3.22
"ENSMUSG00000026390",0,0,0,0,0,0,0,0
"ENSMUSG00000026393",10.61,9.36,6.98,7.27,5.8,10.71,7.02,9.53
"ENSMUSG00000026394",0,0,0,0,0,0,0,0
"ENSMUSG00000026395",0.7,0.95,1.2,1.24,0.82,0.8,0.65,1.77
"ENSMUSG00000026398",0,0,0,0,0,0,0,0.01
"ENSMUSG00000026399",3.61,1.69,2.5,3.22,2.68,2.78,1.59,2.21
"ENSMUSG00000026401",0,0,0,0,0,0,0,0
"ENSMUSG00000026404",5.43,4.23,5.96,6.22,4.01,4.41,4.27,3.36
"ENSMUSG00000026405",0,0,0,0.1,0,0,0,0
"ENSMUSG00000026407",0.01,0.04,0.11,0.12,0.01,0.11,0.18,0.19
"ENSMUSG00000026409",8.16,11.62,10.1,10.95,8.13,10.76,10.53,9.76
"ENSMUSG00000026411",59.93,50.97,58.8,53.57,49.84,46.51,53.49,60.54
"ENSMUSG00000026413",0.07,0.09,0,0,0,0,0,0
"ENSMUSG00000026414",1.24,1.64,1.97,1.6,0.74,1.63,0.38,0.53
"ENSMUSG00000026415",0,0,0,0,0,0,0,0
"ENSMUSG00000026416",0,0,0,0,0,0,0,0
"ENSMUSG00000026417",0,0.02,0,0,0.09,0,0,0.02
"ENSMUSG00000026418",6.01,7.03,3.91,4.83,3.53,4.16,3.81,2.31
"ENSMUSG00000026420",0,0,0,0,0,0,0,0
"ENSMUSG00000026421",149.19,130.62,113.59,88.52,29.43,106.53,59.24,72.7
"ENSMUSG00000026424",247.02,289.22,235.6,215.72,130.73,180.94,156.88,153.03
"ENSMUSG00000026425",13.22,21.11,23.73,21.73,24.04,23.19,24.56,21.32
"ENSMUSG00000026426",25.98,24.37,19.19,28.66,25.58,16.74,25.39,19.89
"ENSMUSG00000026427",18.26,17.74,18.39,15.52,17.78,17.85,21.59,17.45
"ENSMUSG00000026429",1.59,1.87,1.05,1.6,2.2,1.73,1.67,2.82
"ENSMUSG00000026430",4.05,4.07,3.39,5.18,6.85,7.92,7.48,6.13
"ENSMUSG00000026432",0,0,0.05,0,0,0,0,0.03
"ENSMUSG00000026433",5.89,5.54,4.45,4.5,5.79,3.9,4.86,4.42
"ENSMUSG00000026434",11.32,11.88,12.43,16,18.1,12.46,15.56,16
"ENSMUSG00000026435",0.72,0.3,0.43,0.51,0.21,0.48,0.47,0.2
"ENSMUSG00000026436",4.91,6.69,4.99,6.98,6.36,7.29,6.47,6.14
"ENSMUSG00000026437",4.92,5.62,3.37,9.16,7.6,9.59,10.66,7.84
"ENSMUSG00000026439",20.55,17.36,22.74,17.85,22.34,26.44,24.13,19.85
"ENSMUSG00000026442",18.31,25.2,27.91,27.3,25.34,28.11,22.21,18.11
"ENSMUSG00000026443",27.59,29.51,43.92,29.45,38.23,33.43,45.27,34.46
"ENSMUSG00000026447",2.43,6.33,11.4,5.77,2.9,3.24,2.63,2.75
"ENSMUSG00000026450",0.23,0.08,1.05,0.19,0,0.09,0.13,0
"ENSMUSG00000026452",3.28,3.25,5.11,2.94,0.44,2.17,0.84,1.11
"ENSMUSG00000026455",13.09,12.83,19.24,16.95,16.33,17.3,17.06,16.99
"ENSMUSG00000026456",13.38,13.76,12.02,11,14.05,12.58,12.54,10.51
"ENSMUSG00000026457",38.88,38.53,35.12,34.46,24.71,37.56,31.34,37.48
"ENSMUSG00000026458",7.36,10.84,18.79,9.03,5.87,5.57,4.14,5
"ENSMUSG00000026459",0,0,0,0,0,0.05,0.1,0
"ENSMUSG00000026463",8.19,6.32,9.48,14.63,15.98,19.89,26.94,18.25
"ENSMUSG00000026466",10.7,14.22,12.71,13.45,12.88,14.89,16.92,12.04
"ENSMUSG00000026468",0,0.05,0.01,0.03,0,0.03,0.01,0.04
"ENSMUSG00000026469",13.41,12.31,20.52,14.81,10.02,11.65,12.08,12.73
"ENSMUSG00000026470",32.09,29.8,39.73,22.87,20.89,38.79,31.31,31.16
"ENSMUSG00000026471",3.2,2.69,2.38,2.88,2.2,2.15,2.16,1.88
"ENSMUSG00000026473",332.54,356.72,253.6,293.9,188.93,271.45,233.2,239.56
"ENSMUSG00000026475",1.91,1.96,4.47,3.09,2.21,2.66,1.75,2.21
"ENSMUSG00000026478",2.07,1.35,1.26,1.63,1.02,1.45,1.45,1.16
"ENSMUSG00000026479",2.79,2.92,1.93,2.58,3.99,3.03,2.58,3.34
"ENSMUSG00000026480",1.49,1.34,1.66,2.09,1.44,1.51,1.41,1.48
"ENSMUSG00000026482",15.77,19.16,17.43,17.87,22.02,24.51,21.63,22.58
"ENSMUSG00000026483",0.28,0.51,0.28,0.34,0.12,0.94,0.18,1.29
"ENSMUSG00000026484",11.27,9.44,9.48,10.25,8.75,11.18,9.78,11.41
"ENSMUSG00000026489",35.37,28.12,27.79,27.76,46.19,32.24,54.57,45.13
"ENSMUSG00000026490",17.86,21.06,19.55,20.91,29.17,26.41,22.92,24.67
"ENSMUSG00000026491",4.53,6.21,8.17,4.89,3.42,8.86,6.52,6.06
"ENSMUSG00000026492",11.18,9.64,10.01,10.01,11.13,13.88,12.22,9.57
"ENSMUSG00000026494",0.59,0.58,2.45,1.02,0.6,1.57,1.17,1.12
"ENSMUSG00000026495",4.35,3.9,3.8,5.24,4.65,4.8,4.29,4.9
"ENSMUSG00000026496",22.4,27.33,22.82,28.24,35.34,37.74,41.14,33.61
"ENSMUSG00000026497",0,0,0,0,0,0,0,0
"ENSMUSG00000026499",1.8,2.36,2.3,2.9,2.74,2.5,2.91,2.34
"ENSMUSG00000026500",29.84,21.37,23.79,22.59,29.44,27.68,23.16,28.06
"ENSMUSG00000026502",3.73,3.96,2.47,2.8,1.74,2.89,2.29,4.36
"ENSMUSG00000026504",7.93,8.55,6.74,8.63,8.75,11.63,8.71,8.39
"ENSMUSG00000026509",24.56,24.04,27.39,16.32,13.03,28.32,16.26,18.78
"ENSMUSG00000026510",9.46,10.87,8.43,8.88,4.31,9.05,4.01,6.41
"ENSMUSG00000026511",79.13,51.57,55.95,51,77.77,67.1,63.03,69.14
"ENSMUSG00000026514",51.38,46.68,16.45,58.53,69.09,91,98.14,82.71
"ENSMUSG00000026516",4.99,6.74,5.16,7.81,8.08,6.21,7.27,6.44
"ENSMUSG00000026519",8.11,5.64,15.39,9.01,7.85,8.84,4.83,6.06
"ENSMUSG00000026520",28.68,29.75,28.88,28.73,36.19,30.28,38.65,41.25
"ENSMUSG00000026523",0,0,0.06,0,0,0,0,0
"ENSMUSG00000026525",3.28,1.99,3.18,1.97,1.67,2.3,2.07,0.87
"ENSMUSG00000026526",89.2,62.26,76.3,73.64,65.21,59.43,72.79,70.61
"ENSMUSG00000026527",18.31,15.63,9.79,17.03,14.24,22.59,16.96,14.65
"ENSMUSG00000026531",0,0,0,0,0,0,0,0
"ENSMUSG00000026532",0.02,0,0,0.03,0,0,0,0
"ENSMUSG00000026535",0,0,0,0,0,0,0,0
"ENSMUSG00000026536",0.3,0.23,0.11,0.14,0.09,0,0,0.08
"ENSMUSG00000026542",0,0,0,0,0,0,0,0
"ENSMUSG00000026544",6.06,4.97,3.29,2.88,5.39,4.1,4.63,6.05
"ENSMUSG00000026546",1.54,0.96,1.4,2.24,5.06,2.38,3.55,3.41
"ENSMUSG00000026547",6.69,5.16,8.02,5.25,5.18,3.95,6.57,5.73
"ENSMUSG00000026548",0.9,1.27,0.88,1.36,0.51,0.51,0.38,0.53
"ENSMUSG00000026553",60.5,57.27,58.15,62.16,58.33,76.57,65.26,64.14
"ENSMUSG00000026554",47.96,51.64,57.33,53.96,49.97,49.96,52.6,51.19
"ENSMUSG00000026556",5.14,6.13,4.07,3.94,3.26,3.92,4.83,3.38
"ENSMUSG00000026558",8.23,9.59,6.7,6.71,8.83,11.48,12.22,9.25
"ENSMUSG00000026560",0,0.03,0,0,0,0,0.05,0
"ENSMUSG00000026563",31.45,25.71,32.24,27.7,30.39,33.5,31.38,39.76
"ENSMUSG00000026564",0.23,0.02,0.29,0.2,0.05,0.13,0.07,0.03
"ENSMUSG00000026565",5.7,6.75,6.81,9.25,4.99,5.78,5.7,8.12
"ENSMUSG00000026566",19.33,19.09,13.31,17.24,13.14,12.72,12.58,14.81
"ENSMUSG00000026567",0.01,0.03,0,0.04,0.01,0.03,0.04,0.03
"ENSMUSG00000026568",116.81,84.46,64.92,80.34,113.37,98.71,99.05,99.68
"ENSMUSG00000026571",6.73,8.73,8.5,9.3,12.82,8.36,12.49,8.9
"ENSMUSG00000026572",0,0,0,0,0.02,0,0,0
"ENSMUSG00000026573",0,0.27,0,0,0,0,0,0
"ENSMUSG00000026574",0,0.04,0.12,0.05,0.03,0.09,0.17,0.04
"ENSMUSG00000026575",14.82,10.94,14.37,12.95,13.45,16.34,11.37,11.09
"ENSMUSG00000026576",718.7,620.17,622.68,630.89,676.88,985.53,761.04,786.35
"ENSMUSG00000026577",15.34,11.46,12.83,14.3,13.1,20.88,12.64,15.57
"ENSMUSG00000026578",12.42,8.69,12.38,10.51,15.48,16.41,11.05,10
"ENSMUSG00000026579",0.01,0.04,0.15,0.03,0.05,0.03,0.06,0
"ENSMUSG00000026580",0,0,0,0,0,0,0,0
"ENSMUSG00000026581",0.06,0.42,0,0.15,0,0,0.01,0.06
"ENSMUSG00000026582",0,0,0.02,0,0,0,0,0
"ENSMUSG00000026584",4.46,4.73,5.72,5.14,3.97,4.82,5.08,4.67
"ENSMUSG00000026585",56.59,53.65,52.05,61.51,63.47,61.86,56.45,53.42
"ENSMUSG00000026586",1.23,1.88,1.35,1.81,1.19,1.84,2.12,1.33
"ENSMUSG00000026587",25.18,35.59,30.51,43.05,37.5,43.97,45.27,38.82
"ENSMUSG00000026589",0.21,0.41,0.15,0.3,0.54,0.21,0.31,0.16
"ENSMUSG00000026592",0,0,0,0,0,0,0,0
"ENSMUSG00000026594",15.61,20.24,12.54,18.41,26.88,28.63,28.26,24.49
"ENSMUSG00000026596",2.45,3.38,3.15,3.16,3.12,2.76,2.55,3.84
"ENSMUSG00000026600",8.2,10.84,4.93,8.05,4.45,8.52,6.12,4.71
"ENSMUSG00000026601",0.06,0.05,0.14,0.14,0,0.06,0.06,0.18
"ENSMUSG00000026602",1.41,0.27,0.55,0,0,0.05,0.05,0
"ENSMUSG00000026603",47.62,58.76,23.18,36.59,47.21,48.72,37.54,55.32
"ENSMUSG00000026604",0.28,0.5,1.09,0.61,0.88,0.98,0.52,1.28
"ENSMUSG00000026605",0.18,0.17,0.16,1.28,0.34,0.68,0.24,0.49
"ENSMUSG00000026608",19,18.47,19.93,11.91,6.68,22.38,18.53,17.85
"ENSMUSG00000026609",0,0,0.01,0,0,0.02,0,0
"ENSMUSG00000026610",3.23,4.58,3.26,3.89,2.5,3.34,1.34,3.81
"ENSMUSG00000026611",0.28,0.18,0.41,0.52,0.27,0.29,0.13,0.6
"ENSMUSG00000026614",3.61,3.57,5.72,4.43,3.77,4.07,4.6,4.82
"ENSMUSG00000026615",19.37,20.77,24.43,24.65,21.55,24.42,21.7,23.97
"ENSMUSG00000026616",0.02,0.23,0.03,0.2,0.1,0.11,0.09,0.16
"ENSMUSG00000026617",41.69,36.6,44.62,37.39,38.2,49.47,47.89,49.12
"ENSMUSG00000026618",10.97,12.93,11.1,12.58,6.69,12.44,11.25,11.63
"ENSMUSG00000026620",6.27,7.12,9.81,8.31,7.09,5.63,6.03,5.04
"ENSMUSG00000026621",0.05,0,0,0.13,0,0,0,0
"ENSMUSG00000026622",0.71,0.88,0.8,0.63,0.9,0.48,0.64,0.24
"ENSMUSG00000026623",30.93,29.18,17.99,32.22,33.4,31.11,33.6,30.09
"ENSMUSG00000026626",6.98,6.99,7.75,6.39,6.35,4.51,5.97,6.98
"ENSMUSG00000026627",6.75,7.97,6.94,7.92,7.83,6.2,7,7.72
"ENSMUSG00000026628",0.21,0.31,1.41,1.6,0.96,0.9,0.26,2.5
"ENSMUSG00000026630",2.3,2.43,0.77,1.52,0.78,0.18,1.16,0.87
"ENSMUSG00000026632",5.6,7,7.49,6.78,6.27,8.15,5.95,6.69
"ENSMUSG00000026634",13.95,18.49,20.87,17.53,19.28,17.29,16.41,20.79
"ENSMUSG00000026637",0.83,0.63,1.14,1.17,0.65,0.5,0.75,1.36
"ENSMUSG00000026638",0.34,0.29,0.43,0.39,0.3,0.14,0.73,0.22
"ENSMUSG00000026639",0.67,0.45,4.77,1.19,0.43,0.15,0.05,0.17
"ENSMUSG00000026640",10.06,14.64,12.06,16.42,15.59,14.54,16.7,10.79
"ENSMUSG00000026641",33.81,32.27,31.13,32.46,37.95,39.01,42.69,45.55
"ENSMUSG00000026643",41.43,47.58,26.47,39.51,53.32,35.32,49.76,51.66
"ENSMUSG00000026644",1.48,0.78,0.9,0.91,0.39,0.56,0.54,1.31
"ENSMUSG00000026645",0,0,0,0,0.03,0,0,0
"ENSMUSG00000026646",1.58,0.64,0.78,0.72,0.74,1.14,0.39,1.26
"ENSMUSG00000026648",2.15,4.15,3.76,4.06,3.88,4.34,4.18,3.33
"ENSMUSG00000026649",0.8,0.74,0.78,0.61,0.65,1.83,0.54,0.27
"ENSMUSG00000026650",1.96,1.72,1.38,2.46,2.97,3.93,3.82,2.11
"ENSMUSG00000026655",3.6,3.23,2.66,4.68,5.68,5.97,5.49,4.06
"ENSMUSG00000026656",3.66,3.79,3.11,3.19,4.21,3.37,3.67,2.72
"ENSMUSG00000026657",6.28,9.62,6.84,10.02,8.51,10.02,9.01,8.76
"ENSMUSG00000026659",13.75,13.26,15.13,12.25,12.9,11.54,12.08,10.53
"ENSMUSG00000026662",4.38,3.11,4.75,2.63,3.58,4.28,3.92,3.43
"ENSMUSG00000026663",8.13,9.41,9.75,9.37,9.92,10.42,8.68,8.58
"ENSMUSG00000026664",88.06,81.59,63.38,77.48,66.71,85.04,50.3,67.41
"ENSMUSG00000026667",11.73,10.24,9.99,11.84,11.85,12.6,8.81,10.01
"ENSMUSG00000026668",0.7,0.69,0,0.77,0.61,1.57,1.1,0.17
"ENSMUSG00000026669",0.11,0.24,0.14,0.28,0.55,0.36,0.29,0.1
"ENSMUSG00000026670",14.2,9.67,8.82,10.63,8.85,14.4,8.64,8.77
"ENSMUSG00000026672",6.46,5.44,5.04,6.08,5.92,8.03,4.8,6.18
"ENSMUSG00000026674",2.63,4.46,5.27,3.28,2.92,2.06,1.97,4.12
"ENSMUSG00000026675",6.59,7.52,5.5,5.83,7.84,7.82,6.36,5.39
"ENSMUSG00000026676",12.69,18.38,1.41,5.57,5.23,9.79,6.4,11.08
"ENSMUSG00000026678",12.73,15.47,14.26,15.78,13.49,12.42,10.83,11.2
"ENSMUSG00000026679",0.77,0.58,0.8,1.02,0.6,0.56,0.78,0.41
"ENSMUSG00000026683",1.81,0.94,0.83,1.92,1.13,1.15,1.33,0.81
"ENSMUSG00000026686",0,0,0.02,0,0.08,0,0.02,0
"ENSMUSG00000026687",13.62,14.59,15.98,16.9,10.8,13.09,10.96,10.85
"ENSMUSG00000026688",201.29,149.16,67.01,113.19,186.02,159.75,167.97,207.45
"ENSMUSG00000026691",0,0.03,0,0,0,0,0,0
"ENSMUSG00000026692",0,0,0,0.03,0,0,0.1,0
"ENSMUSG00000026694",2.85,4.69,5.63,3.79,4.49,3.42,4.3,3.3
"ENSMUSG00000026696",52.21,45.17,48.76,49.22,53.37,43.82,45.02,52.64
"ENSMUSG00000026697",40.91,34.41,22.3,11.75,1,9.61,2.53,1.62
"ENSMUSG00000026698",12.81,9.14,14.6,13.72,9.19,10.56,10.71,7.91
"ENSMUSG00000026700",0,0,0,0,0,0,0,0
"ENSMUSG00000026701",523.36,482.09,354.17,376.83,262.23,340.06,264.72,281.76
"ENSMUSG00000026705",3.63,4.4,3.35,3.69,3.66,3.47,3.51,3.49
"ENSMUSG00000026707",3.71,3.11,2.43,2.99,2.9,1.66,2.79,2.34
"ENSMUSG00000026708",1.5,0.8,0.78,1.97,0.96,1.04,1.04,1.05
"ENSMUSG00000026709",6.68,6.16,5.12,6.06,6.62,8.7,6.11,5.78
"ENSMUSG00000026712",1.58,0.71,1.89,0.41,0.91,0.96,0.53,0.31
"ENSMUSG00000026715",0.17,0.03,0.17,0,0.3,0.22,0.36,0.35
"ENSMUSG00000026718",26.37,22.32,20.08,33.5,25.54,27.62,33.29,29.17
"ENSMUSG00000026721",24.47,32.1,24.32,35.07,26.83,27.87,28.3,24.63
"ENSMUSG00000026723",1.44,1.34,1.35,1.11,0.81,1.25,0.8,0.96
"ENSMUSG00000026725",0.02,0,0.02,0.1,0.01,0,0,0.05
"ENSMUSG00000026726",0.15,0.04,0.04,0.02,0.02,0.04,0.01,0.01
"ENSMUSG00000026727",25.14,22.88,18.21,24.13,24,28,20.98,20.41
"ENSMUSG00000026728",11.41,8.87,12.87,10.48,6.98,11.44,8.62,7.94
"ENSMUSG00000026730",5.75,4.72,1.6,6.47,12.09,7.25,12.62,9.5
"ENSMUSG00000026734",0.13,0,0,0,0,0,0.11,0.03
"ENSMUSG00000026735",0,0,0,0,0.03,0,0,0
"ENSMUSG00000026737",6.16,5.99,5.99,6.7,6.17,6.97,7.12,6.92
"ENSMUSG00000026739",3.18,3.32,4.85,3.64,3.22,3.58,4.07,4.64
"ENSMUSG00000026740",5.54,5.84,5.09,7.46,10.22,10.83,6.26,7
