Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio
DLPFC_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_EYE_MICROGLIA,0.13328386647049859,0.38453813390211933,7/286
Pooled_OUD_vs_Control,DO,opiate dependence,0.23888532791727027,0.3859282887269047,4/199
Control_DLPFC_vs_NAC,C8_CellType,HE_LIM_SUN_FETAL_LUNG_C7_SST_POS_NEURON_CELL,0.025144853111809334,0.38631061701186814,190/6081
Control_DLPFC_vs_NAC,C8_CellType,DESCARTES_FETAL_CEREBRUM_EXCITATORY_NEURONS,0.026373631610355736,0.38631061701186814,17/6081
Male_OUD_vs_Control,WikiPathways,WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY,0.2836964900106309,0.3882850577564856,2/75
Control_Male_vs_Female,DO,calcium metabolism disease,0.06897164219927343,0.38846565451699516,1/19
Control_Male_vs_Female,DO,mineral metabolism disease,0.09291562237927775,0.38846565451699516,1/19
Pooled_OUD_vs_Control,C2_Curated,SA_MMP_CYTOKINE_CONNECTION,0.08636563162212618,0.3886453422995678,3/15
Male_OUD_vs_Control,GO_BP,multicellular organismal response to stress,0.2493581421077654,0.38920181123699654,2/101
Pooled_OUD_vs_Control,GO_BP,positive regulation of cytokine-mediated signaling pathway,0.11323194525453749,0.390100584874551,4/380
Pooled_OUD_vs_Control,GO_BP,cytokine production involved in inflammatory response,0.11323194525453749,0.390100584874551,4/380
Pooled_OUD_vs_Control,GO_BP,regulation of cytokine production involved in inflammatory response,0.11323194525453749,0.390100584874551,4/380
OUD_Male_vs_Female,Reactome,Cellular responses to stress,0.27970288331629445,0.39228494003052117,2/18
OUD_Male_vs_Female,Reactome,Innate Immune System,0.28229924795258554,0.39228494003052117,3/18
OUD_Male_vs_Female,Reactome,Programmed Cell Death,0.2834759785622014,0.39228494003052117,1/18
DLPFC_OUD_vs_Control,GO_BP,positive regulation of neuron apoptotic process,0.135587446214387,0.3930381247765217,3/253
DLPFC_OUD_vs_Control,C7_Immunologic,GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_UP,0.09060126670704778,0.39314478231808236,6/278
OUD_Male_vs_Female,GO_CC,parallel fiber to Purkinje cell synapse,0.09010390086115405,0.3934537004270393,1/32
Female_OUD_vs_Control,C7_Immunologic,GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_UP,0.12116319746176779,0.3943857902218672,7/319
DLPFC_OUD_vs_Control,C8_CellType,LAKE_ADULT_KIDNEY_C17_COLLECTING_SYSTEM_PCS_STRESSED_DISSOC_SUBSET,0.1377800668559503,0.3958257852895521,7/286
Male_OUD_vs_Control,GO_BP,regulation of postsynaptic membrane neurotransmitter receptor levels,0.2555242446244153,0.39642601627726576,2/101
Female_OUD_vs_Control,WikiPathways,WP_LIPID_METABOLISM_IN_SENESCENT_CELLS,0.13944094878000837,0.3970834965258516,2/198
DLPFC_OUD_vs_Control,GO_BP,negative regulation of immune response,0.14003833379259206,0.3978855440503442,6/253
DLPFC_OUD_vs_Control,GO_BP,intrinsic apoptotic signaling pathway in response to oxidative stress,0.14051133873595614,0.3978855440503442,2/253
DLPFC_OUD_vs_Control,GO_BP,neurotransmitter reuptake,0.14051133873595614,0.3978855440503442,2/253
DLPFC_OUD_vs_Control,GO_BP,maintenance of synapse structure,0.14051133873595614,0.3978855440503442,2/253
Male_OUD_vs_Control,GO_BP,mature B cell differentiation involved in immune response,0.25984893569891754,0.3983413954822325,1/101
NAC_OUD_vs_Control,GO_BP,innate immune response-activating signaling pathway,0.06554424593617272,0.3990313342504901,16/513
Female_OUD_vs_Control,DO,autoimmune disease of peripheral nervous system,0.2854938298322113,0.3997948015585132,1/160
Female_OUD_vs_Control,DO,autoimmune hepatitis,0.2854938298322113,0.3997948015585132,1/160
OUD_Male_vs_Female,GO_CC,immunological synapse,0.09462161617107534,0.39985263607776994,1/32
Female_OUD_vs_Control,GO_BP,regulation of immunoglobulin mediated immune response,0.13158281294577465,0.3998584509905579,3/287
Female_OUD_vs_Control,Reactome,Programmed Cell Death,0.032862944288105114,0.40094044040981225,8/206
Female_OUD_vs_Control,Reactome,TP53 Regulates Transcription of Cell Death Genes,0.033853076040543384,0.40094044040981225,4/206
Female_OUD_vs_Control,Reactome,ATF4 activates genes in response to endoplasmic reticulum  stress,0.03854233946511304,0.40094044040981225,2/206
Female_OUD_vs_Control,Reactome,IL-6-type cytokine receptor ligand interactions,0.03854233946511304,0.40094044040981225,2/206
Pooled_OUD_vs_Control,WikiPathways,WP_TNFRELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING,0.12159721053882148,0.4021401331596336,3/254
Pooled_OUD_vs_Control,WikiPathways,WP_CALCIUM_MEDIATED_TCELL_APOPTOSIS_INVOLVED_IN_INCLUSION_BODY_MYOSITIS,0.12273267801655723,0.4021401331596336,2/254
DLPFC_OUD_vs_Control,GO_BP,leukocyte activation involved in immune response,0.14286231262379515,0.4034112016607586,9/253
NAC_OUD_vs_Control,GO_BP,synapse assembly,0.0665207769486088,0.4044531993800427,18/513
DLPFC_OUD_vs_Control,DO,complement deficiency,0.3157938215192295,0.4057286315311784,1/136
Pooled_OUD_vs_Control,GO_BP,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,0.12466787082425787,0.40691579371153946,3/380
Pooled_OUD_vs_Control,GO_BP,T-helper 17 type immune response,0.12466787082425787,0.40691579371153946,3/380
Pooled_OUD_vs_Control,GO_BP,postsynaptic neurotransmitter receptor internalization,0.12466787082425787,0.40691579371153946,3/380
Pooled_OUD_vs_Control,GO_BP,regulation of immune response to tumor cell,0.1250567731139907,0.40691579371153946,2/380
Pooled_OUD_vs_Control,GO_BP,positive regulation of stress-activated MAPK cascade,0.1250567731139907,0.40691579371153946,2/380
Pooled_OUD_vs_Control,GO_BP,antifungal innate immune response,0.1250567731139907,0.40691579371153946,2/380
Pooled_OUD_vs_Control,GO_BP,positive regulation of stress-activated protein kinase signaling cascade,0.1250567731139907,0.40691579371153946,2/380
DLPFC_OUD_vs_Control,GO_BP,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.14529693944275135,0.4071540884592852,3/253
Male_OUD_vs_Control,GO_BP,regulation of humoral immune response,0.2721381445587576,0.4074887951259961,1/101
OUD_Male_vs_Female,Reactome,Metabolism of RNA,0.3007454316448025,0.4079418231221579,1/18
Pooled_OUD_vs_Control,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_UP,0.1252283989190473,0.40812645662748975,8/410
NAC_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_HEART_VISCERAL_NEURONS,0.10985295222098429,0.4082594791496282,8/581
Control_Male_vs_Female,Reactome,Metabolism of RNA,0.3145403764750573,0.40867289790189926,1/19
Male_OUD_vs_Control,GO_CC,cholinergic synapse,0.11732464244845087,0.40981001869318046,1/100
NAC_OUD_vs_Control,GO_MF,neurotransmitter receptor regulator activity,0.024495115863044654,0.4098221307855548,3/528
NAC_OUD_vs_Control,DO,"autoimmune disease of eyes, ear, nose and throat",0.1824772163761871,0.40994881487252993,2/257
DLPFC_OUD_vs_Control,GO_BP,cell activation involved in immune response,0.14715665200747438,0.41150869861923933,9/253
DLPFC_OUD_vs_Control,GO_BP,axon guidance,0.14715665200747438,0.41150869861923933,9/253
Female_OUD_vs_Control,GO_BP,negative regulation of stress fiber assembly,0.1384506103147063,0.41203095273561313,2/287
Female_OUD_vs_Control,GO_BP,regulation of postsynaptic neurotransmitter receptor internalization,0.1384506103147063,0.41203095273561313,2/287
Female_OUD_vs_Control,GO_BP,positive regulation of cytokine production involved in inflammatory response,0.1384506103147063,0.41203095273561313,2/287
Female_OUD_vs_Control,WikiPathways,WP_CHEMOKINE_SIGNALING,0.1487726293288952,0.41272406846080606,7/198
Male_OUD_vs_Control,Reactome,Activation of ATR in response to replication stress,0.1985999301738518,0.4128200795748605,1/75
DLPFC_OUD_vs_Control,DO,withdrawal disorder,0.3232095679025505,0.4139167692171373,2/136
Male_OUD_vs_Control,GO_BP,positive regulation of tumor necrosis factor superfamily cytokine production,0.28020642196343404,0.4142152805145721,2/101
Male_OUD_vs_Control,GO_BP,microglial cell activation,0.2842252947395477,0.4142152805145721,1/101
Male_OUD_vs_Control,GO_BP,complement activation,0.2842252947395477,0.4142152805145721,1/101
Male_OUD_vs_Control,GO_BP,integrated stress response signaling,0.2842252947395477,0.4142152805145721,1/101
Male_OUD_vs_Control,KEGG,Autoimmune thyroid disease,0.23432886916199047,0.4143921054654147,1/64
Male_OUD_vs_Control,BioCarta,BIOCARTA_CYTOKINE_PATHWAY,0.22553083143992736,0.4144169249119371,1/25
Control_Male_vs_Female,Reactome,Metabolism of proteins,0.32376720494068034,0.4146083631614468,4/19
NAC_OUD_vs_Control,GO_BP,astrocyte differentiation,0.0721287848022981,0.4157058069734332,7/513
NAC_OUD_vs_Control,GO_BP,positive regulation of immune effector process,0.07268474741774338,0.4157058069734332,15/513
NAC_OUD_vs_Control,GO_BP,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,0.07340661402357054,0.4157058069734332,3/513
Female_OUD_vs_Control,KEGG,Central carbon metabolism in cancer,0.1327304987968093,0.4158888962300024,4/175
DLPFC_OUD_vs_Control,C8_CellType,ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON,0.14783341374583858,0.4158964917828986,2/286
Female_OUD_vs_Control,WikiPathways,WP_OXIDATIVE_DAMAGE_RESPONSE,0.15848337402924875,0.41696037265979635,3/198
Female_OUD_vs_Control,WikiPathways,WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION,0.1609660973523865,0.41696037265979635,2/198
Female_OUD_vs_Control,WikiPathways,WP_SPHINGOLIPID_METABOLISM_IN_SENESCENCE,0.1609660973523865,0.41696037265979635,2/198
Pooled_OUD_vs_Control,KEGG,Starch and sucrose metabolism,0.10367472757846018,0.4177936783012574,3/225
Control_Male_vs_Female,Reactome,Immune System,0.33216063117367556,0.41932334999229964,5/19
Control_Male_vs_Female,Hallmark,HALLMARK_HEME_METABOLISM,0.25057411330885127,0.4204141625175081,1/8
Control_Male_vs_Female,Hallmark,HALLMARK_XENOBIOTIC_METABOLISM,0.29279644307977903,0.4204141625175081,1/8
Pooled_OUD_vs_Control,KEGG,Central carbon metabolism in cancer,0.10597020014503872,0.4207640299876537,5/225
DLPFC_OUD_vs_Control,GO_BP,neuron projection guidance,0.15151555605214578,0.4210735136535201,9/253
Male_OUD_vs_Control,C7_Immunologic,GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_UP,0.1647861783212781,0.4218132253841481,3/110
Male_OUD_vs_Control,C8_CellType,ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON,0.24773553283092042,0.42185222653157667,1/118
Male_OUD_vs_Control,GO_BP,neurotransmitter uptake,0.29611367580044345,0.4224237346931879,1/101
Male_OUD_vs_Control,GO_BP,regulation of neurotransmitter receptor activity,0.29611367580044345,0.4224237346931879,1/101
Male_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_EYE_MICROGLIA,0.2564000350373826,0.4236953436810867,3/118
Pooled_OUD_vs_Control,DO,metal metabolism disorder,0.2938167735201489,0.42395348052900417,3/199
Pooled_OUD_vs_Control,DO,autoimmune disease of the nervous system,0.29584131519112855,0.42395348052900417,2/199
Pooled_OUD_vs_Control,DO,autoimmune disease of central nervous system,0.2958787545985405,0.42395348052900417,1/199
Pooled_OUD_vs_Control,DO,glucose intolerance,0.2958787545985405,0.42395348052900417,1/199
Male_OUD_vs_Control,C8_CellType,LAKE_ADULT_KIDNEY_C17_COLLECTING_SYSTEM_PCS_STRESSED_DISSOC_SUBSET,0.26063610070036,0.4241407353012069,3/118
Male_OUD_vs_Control,WikiPathways,WP_OXIDATIVE_STRESS_RESPONSE,0.32586720108586564,0.42448490667764077,1/75
DLPFC_OUD_vs_Control,DO,"autoimmune disease of eyes, ear, nose and throat",0.34754136170120986,0.4245351402934779,1/136
NAC_OUD_vs_Control,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_DN,0.0721811987850352,0.4262458800563514,9/580
Female_OUD_vs_Control,DO,glycogen metabolism disorder,0.32447132292012304,0.4272850640839099,1/160
Female_OUD_vs_Control,DO,post-traumatic stress disorder,0.32447132292012304,0.4272850640839099,1/160
Female_OUD_vs_Control,C8_CellType,FAN_EMBRYONIC_CTX_IN_5_INTERNEURON,0.20303230496723046,0.42912190639761644,1/334
Female_OUD_vs_Control,DO,opiate dependence,0.32715687254893067,0.4293586799326374,3/160
Female_OUD_vs_Control,GO_BP,regulation of axonogenesis,0.14646654074143925,0.43030494893640164,6/287
Pooled_OUD_vs_Control,Reactome,Response of endothelial cells to shear stress,0.03301290193658823,0.4306909991476564,7/267
OUD_DLPFC_vs_NAC,C8_CellType,DESCARTES_FETAL_CEREBRUM_INHIBITORY_NEURONS,0.036402683988835255,0.43176869035677967,27/6250
OUD_DLPFC_vs_NAC,C8_CellType,HE_LIM_SUN_FETAL_LUNG_C7_PCP4_POS_NEURON_CELL,0.03683662149149642,0.43176869035677967,35/6250
NAC_OUD_vs_Control,GO_BP,postsynapse organization,0.07697247924896587,0.4329504101211898,15/513
NAC_OUD_vs_Control,GO_BP,response to endoplasmic reticulum stress,0.07733614396583059,0.4337829481563752,10/513
Male_OUD_vs_Control,C7_Immunologic,GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_UP,0.17234301836729868,0.4342368207881937,3/110
Female_OUD_vs_Control,Reactome,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,0.05204658257939269,0.4342930493208138,2/206
DLPFC_OUD_vs_Control,DO,mitochondrial metabolism disease,0.35757985923702296,0.4347908242483863,2/136
NAC_OUD_vs_Control,GO_BP,complement activation,0.08140052190554559,0.43615483636805374,4/513
NAC_OUD_vs_Control,GO_BP,postsynaptic neurotransmitter receptor internalization,0.08140052190554559,0.43615483636805374,4/513
NAC_OUD_vs_Control,GO_BP,activation of innate immune response,0.08178159648925079,0.43615483636805374,16/513
NAC_OUD_vs_Control,GO_BP,negative regulation of humoral immune response mediated by circulating immunoglobulin,0.0843393329993474,0.43615483636805374,2/513
NAC_OUD_vs_Control,GO_BP,"complement activation, alternative pathway",0.0843393329993474,0.43615483636805374,2/513
NAC_OUD_vs_Control,GO_BP,positive regulation of astrocyte differentiation,0.0843393329993474,0.43615483636805374,2/513
NAC_OUD_vs_Control,GO_BP,regulation of response to drug,0.0843393329993474,0.43615483636805374,2/513
DLPFC_OUD_vs_Control,GO_MF,complement binding,0.059543746912420446,0.43620647359852177,2/253
DLPFC_OUD_vs_Control,GO_BP,neuron apoptotic process,0.16106617787370744,0.43620739520726404,8/253
OUD_DLPFC_vs_NAC,C8_CellType,DESCARTES_FETAL_STOMACH_ENS_NEURONS,0.039404867226901605,0.43671630592726657,42/6250
OUD_DLPFC_vs_NAC,KEGG,Serotonergic synapse,0.02098993050615884,0.436932180410036,59/2402
OUD_DLPFC_vs_NAC,KEGG,Dopaminergic synapse,0.028739538436467857,0.436932180410036,63/2402
Control_DLPFC_vs_NAC,C8_CellType,DESCARTES_FETAL_CEREBELLUM_INHIBITORY_INTERNEURONS,0.032670254623017723,0.437031602825942,16/6081
Female_OUD_vs_Control,C7_Immunologic,GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_UP,0.1465802328100899,0.43705709568311524,6/319
NAC_OUD_vs_Control,KEGG,2-Oxocarboxylic acid metabolism,0.033469433757943715,0.43706557773140087,3/278
NAC_OUD_vs_Control,KEGG,Chemokine signaling pathway,0.044255384349963824,0.43706557773140087,13/278
NAC_OUD_vs_Control,KEGG,Fluid shear stress and atherosclerosis,0.04510641193669261,0.43706557773140087,11/278
Male_OUD_vs_Control,C8_CellType,FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA,0.27134242212537973,0.4374874744421507,5/118
Male_OUD_vs_Control,GO_BP,cellular response to chemical stress,0.3149966372213254,0.43873775270098403,3/101
Control_DLPFC_vs_NAC,GO_BP,axoneme assembly,0.005128819373531174,0.43878044996672755,56/4916
Control_DLPFC_vs_NAC,GO_BP,dopamine metabolic process,0.005550228333886704,0.43878044996672755,24/4916
Male_OUD_vs_Control,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_DN,0.17615857712543817,0.44068222895429215,3/110
Female_OUD_vs_Control,GO_BP,neuron projection regeneration,0.1537808124329338,0.44139790714559946,3/287
Female_OUD_vs_Control,GO_BP,detection of temperature stimulus involved in sensory perception of pain,0.15501538690367697,0.44139790714559946,2/287
Female_OUD_vs_Control,GO_BP,positive regulation of macrophage cytokine production,0.15501538690367697,0.44139790714559946,2/287
Pooled_OUD_vs_Control,Reactome,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",0.03789359031826033,0.4424633928338044,3/267
DLPFC_OUD_vs_Control,WikiPathways,WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,0.22267073810917848,0.44328921135099125,1/161
DLPFC_OUD_vs_Control,WikiPathways,WP_ETHANOL_METABOLISM_PRODUCTION_OF_ROS_BY_CYP2E1,0.22267073810917848,0.44328921135099125,1/161
DLPFC_OUD_vs_Control,WikiPathways,WP_GLUCOSE_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,0.22267073810917848,0.44328921135099125,1/161
DLPFC_OUD_vs_Control,WikiPathways,WP_PURINE_METABOLISM,0.22267073810917848,0.44328921135099125,1/161
NAC_OUD_vs_Control,DO,mitochondrial metabolism disease,0.20609235018722005,0.443558338985618,4/257
Male_OUD_vs_Control,Reactome,Pyruvate metabolism,0.2302726678659055,0.4437546203665887,1/75
Female_OUD_vs_Control,C8_CellType,MENON_FETAL_KIDNEY_10_IMMUNE_CELLS,0.21314805336962706,0.444888460304206,3/334
DLPFC_OUD_vs_Control,GO_BP,negative regulation of cytokine-mediated signaling pathway,0.16536241214501143,0.4454525818822923,3/253
DLPFC_OUD_vs_Control,GO_BP,negative regulation of adaptive immune response,0.16536241214501143,0.4454525818822923,3/253
NAC_OUD_vs_Control,GO_BP,regulation of T-helper 17 type immune response,0.08969055900293599,0.4457061992268392,3/513
Male_OUD_vs_Control,GO_BP,"positive regulation of synaptic transmission, glutamatergic",0.3306183095808072,0.44649215522436625,1/101
Male_OUD_vs_Control,GO_BP,cellular response to osmotic stress,0.3306183095808072,0.44649215522436625,1/101
Female_OUD_vs_Control,GO_CC,immunological synapse,0.0654491886437891,0.44652656706685206,3/305
DLPFC_OUD_vs_Control,DO,metal metabolism disorder,0.3745377503243106,0.447752161523603,2/136
Control_DLPFC_vs_NAC,C8_CellType,DESCARTES_FETAL_EYE_MICROGLIA,0.039510819200755595,0.4478591485806329,98/6081
Control_DLPFC_vs_NAC,C8_CellType,DESCARTES_FETAL_CEREBELLUM_PURKINJE_NEURONS,0.042465411753513795,0.4478591485806329,48/6081
Pooled_OUD_vs_Control,DO,drug dependence,0.31611066612602456,0.4481918710283321,4/199
DLPFC_OUD_vs_Control,GO_BP,regulation of type 2 immune response,0.169947700504513,0.4485286370177931,2/253
DLPFC_OUD_vs_Control,GO_BP,positive regulation of axon extension,0.169947700504513,0.4485286370177931,2/253
DLPFC_OUD_vs_Control,GO_BP,positive regulation of myeloid leukocyte cytokine production involved in immune response,0.169947700504513,0.4485286370177931,2/253
Pooled_OUD_vs_Control,GO_BP,regulation of response to cytokine stimulus,0.14358296979235693,0.44937436435297573,8/380
Pooled_OUD_vs_Control,GO_BP,natural killer cell activation involved in immune response,0.14680592063398473,0.44937436435297573,2/380
Pooled_OUD_vs_Control,GO_BP,immune response to tumor cell,0.14680592063398473,0.44937436435297573,2/380
Pooled_OUD_vs_Control,GO_BP,response to morphine,0.14680592063398473,0.44937436435297573,2/380
Pooled_OUD_vs_Control,GO_BP,negative regulation of response to endoplasmic reticulum stress,0.14680592063398473,0.44937436435297573,2/380
Control_DLPFC_vs_NAC,C8_CellType,FAN_EMBRYONIC_CTX_ASTROCYTE_2,0.044028303269943246,0.4494952020784493,81/6081
Control_DLPFC_vs_NAC,C8_CellType,DESCARTES_FETAL_STOMACH_ENS_NEURONS,0.048950521176639214,0.4494952020784493,41/6081
