gene,coefficient,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pval,fdr,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
GNA13,-0.003728557036848731,0.003728557036848731,0.6744756264595458,0.002514820843218696,531.0,401.0,204.0,0.9668729295580973,0.9749984374023376,0.9873117069816864,-0.5660820485369297,0.5713380059255866,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ERO1A,-0.0032505931449622973,0.0032505931449622973,0.7735647632666108,0.0025145443166588277,679.0,161.0,205.0,0.9576223513969623,0.989999374960935,0.9872492030751921,-0.49019278859062415,0.623997483302563,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAM167A,-0.003171829129303029,0.003171829129303029,0.7907461035079396,0.002508111524989351,710.0,140.0,206.0,0.9556847302956435,0.9913119569973123,0.9871866991686981,-0.4776869425209772,0.6328730392984219,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC02712,-0.0035614562716359136,0.0035614562716359136,0.7039253071269126,0.0025069991998303794,577.0,288.0,207.0,0.9639977498593663,0.9820613788361773,0.9871241952622039,-0.5395504346980433,0.5895071064749069,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RELL1,0.003734555413238692,0.003734555413238692,0.6706253305273709,0.00250448745837598,528.0,416.0,208.0,0.9670604412775798,0.9740608788049253,0.9870616913557098,0.6188821095249636,0.5359940251241706,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CD9,-0.008079074928192606,0.008079074928192606,0.3099505949035655,0.002504114080263779,107.0,5234.0,209.0,0.9933745859116194,0.6729170573160823,0.9869991874492156,-1.256840469333485,0.20881140852728985,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NLGN4X,0.007492979228318506,0.007492979228318506,0.3341792040050811,0.002503997834146085,131.0,4624.0,210.0,0.9918744921557597,0.7110444402775173,0.9869366835427215,1.2156301206880071,0.2241258546844429,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC092683.1,0.005543802943031571,0.005543802943031571,0.4509463489784562,0.0024999576966161074,244.0,2301.0,211.0,0.9848115507219202,0.8562410150634414,0.9868741796362273,0.9061474415435725,0.36485781758137037,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MT-ND4,-0.009800563340753939,0.009800563340753939,0.25444726637011555,0.0024937265509420072,56.0,6790.0,212.0,0.9965622851428214,0.5756609788111757,0.9868116757297332,-1.5301717478110255,0.12597422253682744,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MIR2052HG,0.004718525893815713,0.004718525893815713,0.5278386468733698,0.0024906203230286436,340.0,1323.0,213.0,0.9788111756984812,0.917369835614726,0.986749171823239,0.775113140461801,0.43827280750958275,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
BHLHE41,-0.004739453888182896,0.004739453888182896,0.5234361859146469,0.0024808016665487987,338.0,1363.0,214.0,0.9789361835114695,0.9148696793549597,0.9866866679167448,-0.7265883445816284,0.46747817036655115,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SLC16A9,-0.0061719494125685136,0.0061719494125685136,0.3996267325230678,0.0024664759770424228,184.0,3216.0,215.0,0.9885617851115694,0.7990499406212889,0.9866241640102507,-0.9540344489159064,0.3400662050778427,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ZNF385B,0.0052113711217812355,0.0052113711217812355,0.4731323842547577,0.002465668444084747,285.0,1981.0,216.0,0.9822488905556598,0.8762422651415713,0.9865616601037565,0.8533652014506645,0.39345681278838507,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AL158077.2,-0.007693897948570366,0.007693897948570366,0.31988172913319096,0.0024611373795629995,122.0,4983.0,217.0,0.9924370273142071,0.6886055378461153,0.9864991561972624,-1.1956835567966058,0.23182007049319497,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SEMA6A-AS1,0.005323386171828335,0.005323386171828335,0.46011610252064,0.0024493756975939233,273.0,2177.0,218.0,0.9829989374335896,0.8639914994687168,0.9864366522907682,0.8711505182815489,0.383671973486587,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SYNE1,0.006328752733653662,0.006328752733653662,0.386710724478718,0.002447396554677875,178.0,3462.0,219.0,0.9889368085505345,0.7836739796237264,0.9863741483842741,1.0307787363265515,0.3026445919135028,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NOX4,0.0034429542866170853,0.0034429542866170853,0.7080512444892779,0.002437788067358921,609.0,271.0,220.0,0.9619976248515533,0.9831239452465779,0.9863116444777799,0.57258280935925,0.5669272019969203,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SORL1,-0.006704877121020835,0.006704877121020835,0.36023819563523035,0.0024153528360324836,157.0,4060.0,221.0,0.9902493905869116,0.7462966435402212,0.9862491405712857,-1.0386506512815377,0.2989672398796852,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC007376.2,0.003509952070130711,0.003509952070130711,0.6878384611980969,0.0024142800307977827,592.0,346.0,222.0,0.9630601912619539,0.9784361522595162,0.9861866366647916,0.5832204585524235,0.559744900483176,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AFF3,0.005079759164309585,0.005079759164309585,0.4750335860472674,0.0024130562120784523,301.0,1959.0,223.0,0.9812488280517533,0.8776173510844427,0.9861241327582974,0.8324683633795129,0.4051446282781055,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
STARD13,0.005351944526845944,0.005351944526845944,0.4499624517048911,0.002408174080688174,272.0,2314.0,224.0,0.9830614413400838,0.8554284642790174,0.9860616288518033,0.875684903544453,0.38120135451316517,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PDE10A,0.00918746795568978,0.00918746795568978,0.26034578479750553,0.0023919185552259896,70.0,6607.0,225.0,0.9956872304519032,0.5870991936996062,0.9859991249453091,1.4846744934753087,0.13763007154329387,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC114971.1,-0.005245809628064216,0.005245809628064216,0.45471002864847293,0.0023853222462615147,278.0,2250.0,226.0,0.9826864179011188,0.8594287142946434,0.985936621038815,-0.8069855524491376,0.4196748069180565,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SLC8A3,-0.005934948640800075,0.005934948640800075,0.40169133772258125,0.0023840174588377976,201.0,3168.0,227.0,0.9874992187011689,0.8020501281330084,0.9858741171323208,-0.9164043821231547,0.35945483778018117,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SULF1,0.005042814729155252,0.005042814729155252,0.469795194776072,0.0023690901279031368,308.0,2035.0,228.0,0.9808113007062942,0.872867054190887,0.9858116132258267,0.8266024687155229,0.4084624176534106,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CPNE8,0.006792549131651325,0.006792549131651325,0.34752541412195553,0.0023605834499208565,155.0,4334.0,229.0,0.9903743983999,0.7291705731608226,0.9857491093193325,1.104418536335059,0.2694116235957562,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAM107B,-0.005625749847151996,0.005625749847151996,0.41565049596526993,0.002338345714145269,236.0,2912.0,230.0,0.9853115819738734,0.8180511281955122,0.9856866054128383,-0.8673109923827044,0.38577163540247983,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ANGPTL4,0.007410349018463932,0.007410349018463932,0.3134632619146274,0.002322872175253562,132.0,5143.0,231.0,0.9918119882492655,0.6786049128070504,0.9856241015063442,1.2025104152426396,0.22916583328260343,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MCF2L,-0.006702075528054015,0.006702075528054015,0.34579403910355677,0.002317537767222901,158.0,4376.0,232.0,0.9901868866804175,0.7265454090880681,0.98556159759985,-1.038205825175357,0.2991742412634697,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MT-ATP6,-0.009634273564750856,0.009634273564750856,0.23987707724961638,0.002311041384135678,60.0,7207.0,233.0,0.9963122695168448,0.5495968498031127,0.9854990936933559,-1.503768899705275,0.13264088160934584,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
