gene,effect_size,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pvalue,padj,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
OSMR,0.0070396483830716,0.0070396483830716,0.3862760002912809,0.0027192472208699,142.0,3473.0,173.0,0.991186949184324,0.7829864366522907,0.9892493280830053,1.1436520007073685,0.2527679868882178,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PLSCR4,0.0046577418555039,0.0046577418555039,0.583433521370766,0.0027174827323926,345.0,857.0,174.0,0.9784986561660104,0.9464966560410024,0.989186824176511,0.7654620857224502,0.4439964349625376,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
L3MBTL4,-0.0081069314678674,0.0081069314678674,0.3341422278007255,0.002708868141301,105.0,4626.0,175.0,0.9934995937246078,0.710919432464529,0.9891243202700168,-1.2612634230680164,0.2072139547676821,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ITPR1,0.0039883254985747,0.0039883254985747,0.6784508859259402,0.002705882967869,469.0,377.0,176.0,0.970748171760735,0.9764985311581974,0.9890618163635227,0.6591747431309279,0.509783563650722,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
IPO9-AS1,0.0052272723290268,0.0052272723290268,0.5143197227284761,0.0026884892548913,280.0,1460.0,177.0,0.9825614100881304,0.9088068004250266,0.9889993124570284,0.8558899336963586,0.3920586634626826,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MFHAS1,0.0052071036381939,0.0052071036381939,0.5147085577547271,0.0026801408036941,286.0,1454.0,178.0,0.9821863866491656,0.9091818238639916,0.9889368085505345,0.8526876268958273,0.3938325542110927,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AL591686.2,0.0050564053794997,0.0050564053794997,0.5262099185264038,0.002660730662783,304.0,1337.0,179.0,0.9810613163322708,0.9164947809238078,0.9888743046440402,0.8287603396642332,0.4072400344526055,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ANXA5,-0.0033120129780671,0.0033120129780671,0.8030911757357123,0.0026598483966078,658.0,124.0,180.0,0.9589349334333396,0.9923120195012188,0.988811800737546,-0.4999447923705668,0.6171139513726784,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CYP7B1,-0.0068943229829018,0.0068943229829018,0.3857138147864371,0.0026592356181048,151.0,3485.0,181.0,0.9906244140258766,0.7822363897743609,0.988749296831052,-1.0687301332300512,0.2851912893277957,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC008050.1,0.0051413875418519,0.0051413875418519,0.5156768722748835,0.0026512946467352,291.0,1441.0,182.0,0.9818738671166948,0.9099943746484156,0.9886867929245576,0.8422534790394505,0.3996460848830718,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PIEZO2,-0.0116895311643254,0.0116895311643254,0.225959114081809,0.0026413561059226,43.0,7654.0,183.0,0.9973748359272454,0.521657603600225,0.9886242890180637,-1.8300947600441075,0.0672357703591524,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TP53TG5,0.0059664061378978,0.0059664061378978,0.4416916586298248,0.0026353118231072,198.0,2466.0,184.0,0.9876867304206512,0.8459278704919058,0.9885617851115694,0.9732467439255268,0.3304306839360431,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GAPDH,-0.0056512461971793,0.0056512461971793,0.4655797331123545,0.0026311056962349,230.0,2089.0,185.0,0.9856866054128384,0.8694918432402026,0.9884992812050754,-0.8713592043245614,0.3835580534161171,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SMAD3,0.0048038602880538,0.0048038602880538,0.5446058565223231,0.0026162104467891,330.0,1160.0,186.0,0.9794362147634228,0.9275579723732732,0.9884367772985811,0.788662205854876,0.4303094629845088,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GFRA1,0.0059924389804934,0.0059924389804934,0.4361621841119741,0.0026136752738897,195.0,2563.0,187.0,0.9878742421401338,0.8398649915619726,0.988374273392087,0.9773801380844056,0.3283809923044316,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CARMIL1,-0.0042757587045418,0.0042757587045418,0.6076038651383704,0.0025979675152786,414.0,709.0,188.0,0.9741858866179136,0.9557472342021376,0.9883117694855929,-0.6529646149975866,0.5137790909061248,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PAQR3,-0.0035714200223203,0.0035714200223203,0.7248712855513504,0.0025888198228231,574.0,240.0,189.0,0.9641852615788488,0.9850615663478968,0.9882492655790986,-0.5411324405327219,0.5884162995761919,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PDZD2,0.0069920647152347,0.0069920647152347,0.3698439500434681,0.0025859728332419,144.0,3815.0,190.0,0.9910619413713356,0.7616101006312894,0.9881867616726046,1.136096849787023,0.2559160333144628,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ATP8A2,-0.0063859913956815,0.0063859913956815,0.4029208121953952,0.0025730488398208,168.0,3144.0,191.0,0.989561847615476,0.803550221888868,0.9881242577661103,-0.9880192079565556,0.3231432412194455,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC007262.2,0.0041645929826276,0.0041645929826276,0.615966237173633,0.0025652486688688,437.0,657.0,192.0,0.972748296768548,0.9589974373398338,0.9880617538596164,0.6871618131679177,0.4919807653288965,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KCNN3,-0.0054262551417552,0.0054262551417552,0.4718515672690562,0.0025603869930389,258.0,2007.0,193.0,0.983936496031002,0.8746171635727233,0.987999249953122,-0.8356359938885423,0.4033597132038222,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
VLDLR-AS1,0.0055565105960119,0.0055565105960119,0.4598598083897874,0.0025552158979978,241.0,2178.0,194.0,0.9849990624414026,0.8639289955622227,0.987936746046628,0.9081651135826294,0.3637909927897746,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
EYA4,0.003803594299564,0.003803594299564,0.6700636738285554,0.0025486503701192,509.0,417.0,195.0,0.9682480155009688,0.9739983748984312,0.9878742421401338,0.62984383713596,0.5287967613023061,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PREX2,0.0071777795232893,0.0071777795232893,0.3548824658332024,0.002547268096432,135.0,4175.0,196.0,0.9916244765297832,0.7391086942933933,0.9878117382336395,1.165583929425429,0.2437827084535753,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SORCS2,0.0059912268263733,0.0059912268263733,0.4246889137294501,0.0025444076127992,197.0,2753.0,197.0,0.9877492343271456,0.827989249328083,0.9877492343271456,0.9771876769368782,0.3284762476402645,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LAMA2,-0.009783120984099,0.009783120984099,0.2600705850917179,0.0025443019983577,57.0,6622.0,198.0,0.9964997812363272,0.5861616351021939,0.9876867304206512,-1.527402317816985,0.1266610004562134,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
C1orf21,-0.00413595224939,0.00413595224939,0.6147161186552241,0.0025424365136884,445.0,665.0,199.0,0.9722482655165948,0.9584974060878804,0.9876242265141572,-0.6307666862475475,0.5281930886953108,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PKP4-AS1,0.003816708720161,0.003816708720161,0.665531402458541,0.0025401395073044,506.0,431.0,200.0,0.9684355272204512,0.973123320207513,0.987561722607663,0.6319260941654548,0.5274351714386132,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DANT2,-0.0078444137138853,0.0078444137138853,0.3222860988012829,0.0025281454932313,116.0,4925.0,201.0,0.992812050753172,0.6922307644227764,0.9874992187011687,-1.2195818684345827,0.2226234232818176,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
HSP90AA1,-0.0093340190922413,0.0093340190922413,0.2707153542390303,0.0025268622850299,65.0,6315.0,202.0,0.995999749984374,0.6053503343958997,0.9874367147946748,-1.4560956547151966,0.1453661786056492,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DPYSL5,0.008547101704028,0.008547101704028,0.2942658530672461,0.0025151201741883,90.0,5646.0,203.0,0.99443715232202,0.64716544784049,0.9873742108881806,1.382999614351296,0.1666649841413756,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
