Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio
OUD_vs_Control_Female,KEGG,Cortisol synthesis and secretion,0.10013274610941215,0.287730054500375,13/1075
OUD_vs_Control_Female,GO_MF,axon guidance receptor activity,0.05126900310479336,0.2884174055940887,4/2121
OUD_vs_Control_Female,GO_MF,G protein-coupled neurotransmitter receptor activity,0.05126900310479336,0.2884174055940887,4/2121
OUD_vs_Control_Female,GO_BP,negative regulation of response to endoplasmic reticulum stress,0.10122467186042525,0.28869963135972704,10/2058
OUD_vs_Control_Female,KEGG,Serotonergic synapse,0.10571576405581795,0.28953999786895385,21/1075
OUD_Effect_Male_vs_Female,GO_BP,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.044575246330927125,0.28960010592322577,30/1775
OUD_vs_Control_Female,C7_Immunologic,GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP,0.12499706542542428,0.29026963906228176,32/2332
OUD_Effect_Male_vs_Female,GO_BP,axon extension,0.044962852459806926,0.29071619232431345,19/1775
OUD_Effect_Male_vs_Female,GO_BP,presynapse assembly,0.04506989386440606,0.29071619232431345,10/1775
OUD_Effect_Male_vs_Female,GO_CC,symmetric synapse,0.0433896144283526,0.29177301947228945,4/1867
OUD_Effect_Male_vs_Female,GO_CC,synapse-associated extracellular matrix,0.0433896144283526,0.29177301947228945,4/1867
OUD_vs_Control_Female,GO_MF,structural constituent of synapse,0.05414122005700459,0.29514151818685685,7/2121
OUD_Effect_Male_vs_Female,GO_CC,ionotropic glutamate receptor complex,0.04537184728667612,0.29604007289029266,9/1867
OUD_Effect_Male_vs_Female,GO_BP,regulation of neurotransmitter secretion,0.0463327440197348,0.29676605137825385,15/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of dendrite extension,0.04647261223802495,0.29676605137825385,6/1775
OUD_Effect_Male_vs_Female,WikiPathways,WP_VITAMIN_A_AND_CAROTENOID_METABOLISM,0.045349706840495316,0.2971097312150996,10/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_QUERCETIN_AND_NFKB_AP1_INDUCED_APOPTOSIS,0.04689044429626098,0.2971097312150996,5/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_CHEMOKINE_SIGNALING,0.04746052291972406,0.2971097312150996,27/1002
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_UP,0.07887131455635926,0.29857113016206865,28/2013
OUD_vs_Control_Female,GO_MF,chemokine receptor activity,0.0560093053027713,0.2987162949481136,6/2121
OUD_vs_Control_Female,GO_BP,response to osmotic stress,0.10542987847629078,0.29943749895806904,16/2058
OUD_Effect_Male_vs_Female,KEGG,Amphetamine addiction,0.024582614676948847,0.29951253599644884,14/889
OUD_Effect_Male_vs_Female,KEGG,Glutamatergic synapse,0.03318601375252851,0.29951253599644884,21/889
OUD_vs_Control_Female,C8_CellType,DESCARTES_FETAL_CEREBELLUM_INHIBITORY_INTERNEURONS,0.2116095409775604,0.30047757796060365,6/2407
OUD_vs_Control_Female,WikiPathways,WP_INTERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT,0.054472046034709926,0.3016220730847574,8/1231
OUD_vs_Control_Female,GO_BP,mature B cell differentiation involved in immune response,0.10666077702455719,0.3020393966209423,7/2058
OUD_vs_Control_Female,GO_BP,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0.10780133277932229,0.30362635656093856,5/2058
OUD_vs_Control_Female,GO_BP,positive regulation of T-helper 17 type immune response,0.10780133277932229,0.30362635656093856,5/2058
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of axonogenesis,0.04855465988196376,0.30387874220800637,11/1775
OUD_vs_Control_Female,C8_CellType,DESCARTES_FETAL_CEREBRUM_INHIBITORY_NEURONS,0.2145392949652513,0.3040650909845855,7/2407
OUD_vs_Control_Female,WikiPathways,WP_COMPLEMENT_AND_COAGULATION_CASCADES,0.06085937401823967,0.3089074287289438,14/1231
OUD_vs_Control_Female,WikiPathways,WP_DENGUE2_INTERACTIONS_WITH_COMPLEMENT_AND_COAGULATION_CASCADES,0.06085937401823967,0.3089074287289438,14/1231
OUD_vs_Control_Female,GO_BP,negative regulation of neuron apoptotic process,0.11072594230484845,0.30947390353329735,27/2058
OUD_vs_Control_Female,GO_BP,negative regulation of immunoglobulin mediated immune response,0.11385543298306823,0.30947390353329735,4/2058
OUD_vs_Control_Female,GO_BP,regulation of response to osmotic stress,0.11385543298306823,0.30947390353329735,4/2058
OUD_vs_Control_Female,GO_BP,detection of mechanical stimulus involved in sensory perception of pain,0.11385543298306823,0.30947390353329735,4/2058
OUD_vs_Control_Female,GO_BP,negative regulation of synapse organization,0.11385543298306823,0.30947390353329735,4/2058
OUD_Effect_Male_vs_Female,Reactome,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",0.005640379040507658,0.31051640823741,9/1194
OUD_vs_Control_Female,C7_Immunologic,GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_UP,0.13790439823588385,0.3113393087141919,32/2332
OUD_Effect_Male_vs_Female,WikiPathways,WP_CHOLESTEROL_METABOLISM,0.05198156280480963,0.3135393012530339,14/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_INTERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT,0.0523337386138742,0.3135393012530339,7/1002
OUD_vs_Control_Female,GO_BP,regulation of immune response to tumor cell,0.11721172300595793,0.31576410357758533,6/2058
OUD_Effect_Male_vs_Female,GO_BP,innate immune response activating cell surface receptor signaling pathway,0.051760203395404235,0.3168197761844538,16/1775
OUD_Effect_Male_vs_Female,GO_BP,ectopic germ cell programmed cell death,0.05273391351376973,0.3168197761844538,5/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of sensory perception of pain,0.05273391351376973,0.3168197761844538,5/1775
OUD_Effect_Male_vs_Female,GO_BP,neurotransmitter-gated ion channel clustering,0.05273391351376973,0.3168197761844538,5/1775
OUD_Effect_Male_vs_Female,GO_BP,L-glutamate import across plasma membrane,0.05273391351376973,0.3168197761844538,5/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.05273391351376973,0.3168197761844538,5/1775
OUD_Effect_Male_vs_Female,WikiPathways,WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY,0.05508562196160048,0.31750817437700013,19/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_IMMUNE_RESPONSE_TO_TUBERCULOSIS,0.05651715681543992,0.31750817437700013,6/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA,0.05950686954793169,0.31750817437700013,12/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_IRON_METABOLISM_DISORDERS,0.059562094750190565,0.31750817437700013,5/1002
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of chemokine production,0.0532399768745068,0.31848614195634894,13/1775
OUD_vs_Control_Female,GO_CC,AMPA glutamate receptor complex,0.06547475359231061,0.3202445570881418,7/2168
OUD_vs_Control_Female,GO_CC,stress fiber,0.06564018871992969,0.3202445570881418,17/2168
OUD_Effect_Male_vs_Female,GO_BP,regulation of immune effector process,0.05413889456759918,0.3205603948834215,54/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of axon extension,0.05540126207058061,0.3205603948834215,8/1775
OUD_Effect_Male_vs_Female,GO_BP,dendrite extension,0.05540126207058061,0.3205603948834215,8/1775
OUD_Effect_Male_vs_Female,GO_BP,chemokine production,0.05647049270275884,0.3205603948834215,16/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of chemokine production,0.05647049270275884,0.3205603948834215,16/1775
OUD_vs_Control_Female,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_UP,0.1446481637915797,0.3222340438923531,32/2332
OUD_Effect_Male_vs_Female,C8_CellType,DESCARTES_MAIN_FETAL_ASTROCYTES,0.15032339455162763,0.3230445441653889,7/2057
OUD_Effect_Male_vs_Female,C8_CellType,DESCARTES_FETAL_CEREBELLUM_ASTROCYTES,0.1524336809174852,0.3238675940173198,21/2057
OUD_Effect_Male_vs_Female,KEGG,Chemokine signaling pathway,0.0404432562333596,0.3262245567089754,29/889
OUD_Effect_Male_vs_Female,GO_CC,apical dendrite,0.05168402133350974,0.3274977890267588,5/1867
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of immune response,0.05983040134249186,0.3291251825788045,30/1775
OUD_vs_Control_Female,DO,substance dependence,0.14432722947938934,0.32919188903047153,23/1094
OUD_vs_Control_Female,GO_CC,synapse-associated extracellular matrix,0.06932436228762441,0.3307028838017046,4/2168
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.06086150928577509,0.3308300871081434,11/1775
OUD_Effect_Male_vs_Female,GO_BP,neuron projection regeneration,0.06086150928577509,0.3308300871081434,11/1775
OUD_Effect_Male_vs_Female,GO_BP,"CD4-positive, alpha-beta T cell differentiation involved in immune response",0.060956186562465736,0.3308300871081434,15/1775
OUD_Effect_Male_vs_Female,GO_BP,postsynapse assembly,0.060956186562465736,0.3308300871081434,15/1775
OUD_Effect_Male_vs_Female,GO_CC,neuronal dense core vesicle,0.054747480520491165,0.33099623544040074,6/1867
OUD_vs_Control_Female,GO_BP,macrophage cytokine production,0.12485395165117959,0.3313896725015403,8/2058
OUD_vs_Control_Female,GO_BP,regulation of macrophage cytokine production,0.12485395165117959,0.3313896725015403,8/2058
OUD_Effect_Male_vs_Female,C8_CellType,MENON_FETAL_KIDNEY_10_IMMUNE_CELLS,0.16324455806333815,0.3363555454601747,13/2057
OUD_Effect_Male_vs_Female,WikiPathways,WP_APOPTOSIS_MODULATION_AND_SIGNALING,0.06427609742893833,0.33732494542163766,17/1002
OUD_vs_Control_Female,GO_BP,detection of temperature stimulus involved in sensory perception of pain,0.12833112626072038,0.33782206601744874,5/2058
OUD_Effect_Male_vs_Female,GO_BP,glutamate metabolic process,0.06579378330715056,0.3396472531297146,7/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of neuron projection regeneration,0.06579378330715056,0.3396472531297146,7/1775
OUD_Effect_Male_vs_Female,GO_BP,alpha-beta T cell activation involved in immune response,0.06645593544544923,0.3408160692819067,15/1775
OUD_Effect_Male_vs_Female,GO_BP,alpha-beta T cell differentiation involved in immune response,0.06645593544544923,0.3408160692819067,15/1775
OUD_Effect_Male_vs_Female,GO_BP,T cell differentiation involved in immune response,0.06675840567931658,0.3408160692819067,16/1775
OUD_Effect_Male_vs_Female,DO,opiate dependence,0.0690316159516043,0.34289879219626745,12/920
OUD_vs_Control_Female,Reactome,Glucose metabolism,0.03463645041484474,0.34290085910696294,17/1379
OUD_Effect_Male_vs_Female,WikiPathways,WP_OPIOID_RECEPTOR_PATHWAYS,0.06713602680989124,0.342981639470962,9/1002
OUD_vs_Control_Female,Hallmark,HALLMARK_HEME_METABOLISM,0.15562845698533406,0.3457321584465436,37/703
OUD_Effect_Male_vs_Female,Reactome,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",0.009093393317065872,0.3464252416470164,9/1194
OUD_Effect_Male_vs_Female,Reactome,Glucose metabolism,0.009407338537597185,0.3464252416470164,17/1194
OUD_Effect_Male_vs_Female,WikiPathways,WP_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION,0.07024515521861083,0.3471238692189747,21/1002
OUD_Effect_Male_vs_Female,GO_BP,neurotransmitter uptake,0.06883956110879015,0.3476887797282933,9/1775
OUD_Effect_Male_vs_Female,GO_BP,T-helper 1 type immune response,0.06883956110879015,0.3476887797282933,9/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of adaptive immune response,0.06905797791866541,0.34848190279490093,31/1775
OUD_vs_Control_Female,C7_Immunologic,GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_DN,0.16388661565106488,0.3518975722573769,31/2332
OUD_vs_Control_Female,WikiPathways,WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE,0.0770513620815015,0.3525953938038314,5/1231
OUD_vs_Control_Female,WikiPathways,WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX,0.0789392672695145,0.3525953938038314,8/1231
OUD_vs_Control_Female,GO_BP,response to oxidative stress,0.13563054988780235,0.353092588249847,59/2058
OUD_vs_Control_Female,WikiPathways,WP_PHOSPHOINOSITIDES_METABOLISM,0.0803583828288845,0.35421129273258295,12/1231
OUD_Effect_Male_vs_Female,DO,metal metabolism disorder,0.07683922401651955,0.3544901218060771,12/920
OUD_Effect_Male_vs_Female,Reactome,Metabolism of carbohydrates and carbohydrate derivatives,0.010369462827992927,0.3552143894333391,47/1194
OUD_vs_Control_Female,GO_BP,cellular response to osmotic stress,0.136788248068724,0.35536549825435204,11/2058
OUD_vs_Control_Female,KEGG,Adipocytokine signaling pathway,0.13856636504825348,0.3574623514193868,14/1075
OUD_vs_Control_Female,GO_BP,G protein-coupled glutamate receptor signaling pathway,0.13922707330688572,0.3575068068812404,4/2058
OUD_vs_Control_Female,GO_BP,negative regulation of axon regeneration,0.13922707330688572,0.3575068068812404,4/2058
OUD_Effect_Male_vs_Female,GO_BP,type 2 immune response,0.07266042216000874,0.3589341649008855,8/1775
OUD_Effect_Male_vs_Female,GO_BP,detection of mechanical stimulus involved in sensory perception of pain,0.07384800151563048,0.3589341649008855,4/1775
OUD_vs_Control_Female,C8_CellType,ZHONG_PFC_MAJOR_TYPES_INTERNEURON,0.25859720724241925,0.3590834148449063,4/2407
OUD_Effect_Male_vs_Female,KEGG,Dopaminergic synapse,0.05996447518891314,0.3629992337328849,22/889
OUD_vs_Control_Female,GO_BP,regulation of cytokine-mediated signaling pathway,0.14568773405995183,0.36562712680859094,27/2058
OUD_vs_Control_Female,GO_BP,immune response-inhibiting signal transduction,0.14727971288329378,0.36562712680859094,3/2058
OUD_vs_Control_Female,GO_BP,regulation of natural killer cell mediated immune response to tumor cell,0.14727971288329378,0.36562712680859094,3/2058
OUD_vs_Control_Female,GO_BP,negative regulation of humoral immune response mediated by circulating immunoglobulin,0.14727971288329378,0.36562712680859094,3/2058
OUD_vs_Control_Female,GO_BP,positive regulation of axon regeneration,0.14727971288329378,0.36562712680859094,3/2058
OUD_vs_Control_Female,GO_BP,amino acid neurotransmitter reuptake,0.14727971288329378,0.36562712680859094,3/2058
OUD_vs_Control_Female,GO_BP,negative regulation of synapse assembly,0.14727971288329378,0.36562712680859094,3/2058
OUD_vs_Control_Female,GO_BP,regulation of chemokine-mediated signaling pathway,0.14727971288329378,0.36562712680859094,3/2058
OUD_vs_Control_Female,GO_BP,positive regulation of neuron projection regeneration,0.14727971288329378,0.36562712680859094,3/2058
OUD_vs_Control_Female,GO_BP,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.14727971288329378,0.36562712680859094,3/2058
OUD_vs_Control_Female,GO_BP,presynapse organization,0.14974046333041124,0.3710130332223314,11/2058
OUD_vs_Control_Female,WikiPathways,WP_GLYCOSPHINGOLIPID_METABOLISM,0.08605641813453191,0.3719858074202347,6/1231
OUD_vs_Control_Female,KEGG,Phenylalanine metabolism,0.14990854510246443,0.37203580536378034,4/1075
OUD_vs_Control_Female,Reactome,Keratan sulfate/keratin metabolism,0.03949764869612044,0.374481694948205,9/1379
OUD_vs_Control_Female,Reactome,Glutamate Neurotransmitter Release Cycle,0.040846547455393026,0.374481694948205,7/1379
OUD_vs_Control_Female,GO_BP,positive regulation of stress fiber assembly,0.15256145623606082,0.3756613787643294,10/2058
OUD_Effect_Male_vs_Female,GO_BP,T-helper 17 type immune response,0.0807120425879375,0.3765014509217101,10/1775
OUD_vs_Control_Female,Reactome,Transmission across Chemical Synapses,0.04249093744252632,0.3778385754619855,47/1379
OUD_vs_Control_Female,GO_BP,humoral immune response mediated by circulating immunoglobulin,0.15490953739528643,0.3801891296284536,9/2058
OUD_vs_Control_Female,GO_BP,regulation of response to cytokine stimulus,0.1561215557966948,0.3808728873788608,28/2058
OUD_vs_Control_Female,GO_BP,neurotransmitter receptor internalization,0.1565124652865822,0.3808728873788608,8/2058
OUD_vs_Control_Female,GO_BP,G protein-coupled dopamine receptor signaling pathway,0.15692730395390966,0.3808728873788608,7/2058
OUD_vs_Control_Female,GO_BP,regulation of response to oxidative stress,0.15692730395390966,0.3808728873788608,7/2058
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_DN,0.1239688523010939,0.3815390072084204,28/2013
OUD_vs_Control_Female,GO_BP,postsynapse assembly,0.1580686918871407,0.38315850913442906,15/2058
OUD_vs_Control_Female,GO_BP,positive regulation of neuron apoptotic process,0.15930086269533264,0.38533406157018063,12/2058
OUD_vs_Control_Female,KEGG,Amphetamine addiction,0.16127346806597873,0.3861477404396674,13/1075
OUD_Effect_Male_vs_Female,KEGG,Fructose and mannose metabolism,0.0725063124109837,0.3866396687595488,7/889
OUD_Effect_Male_vs_Female,KEGG,Fluid shear stress and atherosclerosis,0.07413444976215537,0.3866396687595488,22/889
OUD_Effect_Male_vs_Female,GO_BP,regulation of neuron apoptotic process,0.08443763452309105,0.3897174399899089,35/1775
OUD_Effect_Male_vs_Female,GO_BP,response to axon injury,0.08508228278131691,0.3911029306473976,14/1775
OUD_Effect_Male_vs_Female,KEGG,Adipocytokine signaling pathway,0.07647933835893292,0.3928256924799737,13/889
OUD_vs_Control_Female,GO_BP,neuron cell-cell adhesion,0.16659942356958288,0.39681956205630475,4/2058
OUD_vs_Control_Female,GO_BP,response to L-glutamate,0.16659942356958288,0.39681956205630475,4/2058
OUD_Effect_Male_vs_Female,GO_BP,neurotransmitter reuptake,0.0870848283548484,0.3986940085245761,7/1775
OUD_Effect_Male_vs_Female,GO_BP,protein localization to postsynapse,0.08946266905408895,0.4028390943904359,10/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of response to cytokine stimulus,0.09088765526987909,0.4028390943904359,26/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of innate immune response,0.09126256447935528,0.4028390943904359,62/1775
OUD_Effect_Male_vs_Female,GO_BP,response to laminar fluid shear stress,0.0916472152051298,0.4028390943904359,4/1775
OUD_Effect_Male_vs_Female,GO_BP,response to morphine,0.0916472152051298,0.4028390943904359,4/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of axon regeneration,0.0916472152051298,0.4028390943904359,4/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of production of molecular mediator of immune response,0.09283523160046034,0.4028390943904359,8/1775
OUD_Effect_Male_vs_Female,GO_BP,axon extension involved in axon guidance,0.09332121437096562,0.4028390943904359,5/1775
OUD_Effect_Male_vs_Female,GO_BP,neuron projection extension involved in neuron projection guidance,0.09332121437096562,0.4028390943904359,5/1775
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN,0.1357947452692087,0.40291839156612963,28/2013
OUD_vs_Control_Female,GO_BP,regulation of dendrite development,0.16985308755539777,0.4032347319820309,17/2058
OUD_vs_Control_Female,DO,substance-related disorder,0.1978421604667008,0.40514633730354815,61/1094
OUD_vs_Control_Female,GO_BP,central nervous system projection neuron axonogenesis,0.17628260963839473,0.410375650500703,6/2058
OUD_vs_Control_Female,GO_BP,peripheral nervous system axon ensheathment,0.17628260963839473,0.410375650500703,6/2058
