"ensembl_gene_id","hgnc_symbol","chromosome_name","gene_biotype"
"ENSG00000102385","DRP2","X","protein_coding"
"ENSG00000102387","TAF7L","X","protein_coding"
"ENSG00000102390","PBDC1","X","protein_coding"
"ENSG00000102393","GLA","X","protein_coding"
"ENSG00000102401","ARMCX3","X","protein_coding"
"ENSG00000102409","BEX4","X","protein_coding"
"ENSG00000102445","RUBCNL","13","protein_coding"
"ENSG00000102452","NALCN","13","protein_coding"
"ENSG00000102466","FGF14","13","protein_coding"
"ENSG00000102468","HTR2A","13","protein_coding"
"ENSG00000102471","NDFIP2","13","protein_coding"
"ENSG00000102524","TNFSF13B","13","protein_coding"
"ENSG00000102531","FNDC3A","13","protein_coding"
"ENSG00000102539","MLNR","13","protein_coding"
"ENSG00000102543","CDADC1","13","protein_coding"
"ENSG00000102547","CAB39L","13","protein_coding"
"ENSG00000102554","KLF5","13","protein_coding"
"ENSG00000102572","STK24","13","protein_coding"
"ENSG00000102575","ACP5","19","protein_coding"
"ENSG00000102580","DNAJC3","13","protein_coding"
"ENSG00000102595","UGGT2","13","protein_coding"
"ENSG00000102606","ARHGEF7","13","protein_coding"
"ENSG00000102678","FGF9","13","protein_coding"
"ENSG00000102683","SGCG","13","protein_coding"
"ENSG00000102699","PARP4","13","protein_coding"
"ENSG00000102710","SUPT20H","13","protein_coding"
"ENSG00000102738","MRPS31","13","protein_coding"
"ENSG00000102743","SLC25A15","13","protein_coding"
"ENSG00000102753","KPNA3","13","protein_coding"
"ENSG00000102755","FLT1","13","protein_coding"
"ENSG00000102760","RGCC","13","protein_coding"
"ENSG00000102763","VWA8","13","protein_coding"
"ENSG00000102780","DGKH","13","protein_coding"
"ENSG00000102781","KATNAL1","13","protein_coding"
"ENSG00000102786","INTS6","13","protein_coding"
"ENSG00000102796","DHRS12","13","protein_coding"
"ENSG00000102802","MEDAG","13","protein_coding"
"ENSG00000102804","TSC22D1","13","protein_coding"
"ENSG00000102805","CLN5","13","protein_coding"
"ENSG00000102837","OLFM4","13","protein_coding"
"ENSG00000102854","MSLN","16","protein_coding"
"ENSG00000102858","MGRN1","16","protein_coding"
"ENSG00000102870","ZNF629","16","protein_coding"
"ENSG00000102871","TRADD","16","protein_coding"
"ENSG00000102878","HSF4","16","protein_coding"
"ENSG00000102879","CORO1A","16","protein_coding"
"ENSG00000102882","MAPK3","16","protein_coding"
"ENSG00000102886","GDPD3","16","protein_coding"
"ENSG00000102890","ELMO3","16","protein_coding"
"ENSG00000102893","PHKB","16","protein_coding"
"ENSG00000102897","LYRM1","16","protein_coding"
"ENSG00000102898","NUTF2","16","protein_coding"
"ENSG00000102900","NUP93","16","protein_coding"
"ENSG00000102901","CENPT","16","protein_coding"
"ENSG00000102904","TSNAXIP1","16","protein_coding"
"ENSG00000102908","NFAT5","16","protein_coding"
"ENSG00000102910","LONP2","16","protein_coding"
"ENSG00000102921","N4BP1","16","protein_coding"
"ENSG00000102924","CBLN1","16","protein_coding"
"ENSG00000102931","ARL2BP","16","protein_coding"
"ENSG00000102934","PLLP","16","protein_coding"
"ENSG00000102935","ZNF423","16","protein_coding"
"ENSG00000102962","CCL22","16","protein_coding"
"ENSG00000102967","DHODH","16","protein_coding"
"ENSG00000102970","CCL17","16","protein_coding"
"ENSG00000102974","CTCF","16","protein_coding"
"ENSG00000102977","ACD","16","protein_coding"
"ENSG00000102978","POLR2C","16","protein_coding"
"ENSG00000102981","PARD6A","16","protein_coding"
"ENSG00000102984","ZNF821","16","protein_coding"
"ENSG00000102996","MMP15","16","protein_coding"
"ENSG00000103005","USB1","16","protein_coding"
"ENSG00000103018","CYB5B","16","protein_coding"
"ENSG00000103021","CFAP263","16","protein_coding"
"ENSG00000103023","PRSS54","16","protein_coding"
"ENSG00000103024","NME3","16","protein_coding"
"ENSG00000103034","NDRG4","16","protein_coding"
"ENSG00000103035","PSMD7","16","protein_coding"
"ENSG00000103037","SETD6","16","protein_coding"
"ENSG00000103042","SLC38A7","16","protein_coding"
"ENSG00000103043","VAC14","16","protein_coding"
"ENSG00000103044","HAS3","16","protein_coding"
"ENSG00000103047","TANGO6","16","protein_coding"
"ENSG00000103051","COG4","16","protein_coding"
"ENSG00000103056","SMPD3","16","protein_coding"
"ENSG00000103061","SLC7A6OS","16","protein_coding"
"ENSG00000103064","SLC7A6","16","protein_coding"
"ENSG00000103066","PLA2G15","16","protein_coding"
"ENSG00000103067","ESRP2","16","protein_coding"
"ENSG00000103089","FA2H","16","protein_coding"
"ENSG00000103091","WDR59","16","protein_coding"
"ENSG00000103111","MON1B","16","protein_coding"
"ENSG00000103121","CMC2","16","protein_coding"
"ENSG00000103126","AXIN1","16","protein_coding"
"ENSG00000103145","HCFC1R1","16","protein_coding"
"ENSG00000103148","NPRL3","16","protein_coding"
"ENSG00000103150","MLYCD","16","protein_coding"
"ENSG00000103152","MPG","16","protein_coding"
"ENSG00000103154","NECAB2","16","protein_coding"
"ENSG00000103160","HSDL1","16","protein_coding"
"ENSG00000103168","TAF1C","16","protein_coding"
"ENSG00000103174","NAGPA","16","protein_coding"
"ENSG00000103175","WFDC1","16","protein_coding"
"ENSG00000103184","SEC14L5","16","protein_coding"
"ENSG00000103187","COTL1","16","protein_coding"
"ENSG00000103194","USP10","16","protein_coding"
"ENSG00000103196","CRISPLD2","16","protein_coding"
"ENSG00000103197","TSC2","16","protein_coding"
"ENSG00000103199","ZNF500","16","protein_coding"
"ENSG00000103200","","7","processed_pseudogene"
"ENSG00000103202","NME4","16","protein_coding"
"ENSG00000103222","ABCC1","16","protein_coding"
"ENSG00000103226","NOMO3","16","protein_coding"
"ENSG00000103227","LMF1","16","protein_coding"
"ENSG00000103241","FOXF1","16","protein_coding"
"ENSG00000103245","CIAO3","16","protein_coding"
"ENSG00000103248","MTHFSD","16","protein_coding"
"ENSG00000103249","CLCN7","16","protein_coding"
"ENSG00000103253","HAGHL","16","protein_coding"
"ENSG00000103254","ANTKMT","16","protein_coding"
"ENSG00000103257","SLC7A5","16","protein_coding"
"ENSG00000103260","METRN","16","protein_coding"
"ENSG00000103264","FBXO31","16","protein_coding"
"ENSG00000103266","STUB1","16","protein_coding"
"ENSG00000103269","RHBDL1","16","protein_coding"
"ENSG00000103274","NUBP1","16","protein_coding"
"ENSG00000103275","UBE2I","16","protein_coding"
"ENSG00000103313","MEFV","16","protein_coding"
"ENSG00000103316","CRYM","16","protein_coding"
"ENSG00000103319","EEF2K","16","protein_coding"
"ENSG00000103326","CAPN15","16","protein_coding"
"ENSG00000103335","PIEZO1","16","protein_coding"
"ENSG00000103342","GSPT1","16","protein_coding"
"ENSG00000103343","ZNF174","16","protein_coding"
"ENSG00000103351","CLUAP1","16","protein_coding"
"ENSG00000103353","UBFD1","16","protein_coding"
"ENSG00000103355","PRSS33","16","protein_coding"
"ENSG00000103356","EARS2","16","protein_coding"
"ENSG00000103363","ELOB","16","protein_coding"
"ENSG00000103365","GGA2","16","protein_coding"
"ENSG00000103375","AQP8","16","protein_coding"
"ENSG00000103381","CPPED1","16","protein_coding"
"ENSG00000103404","USP31","16","protein_coding"
"ENSG00000103415","HMOX2","16","protein_coding"
"ENSG00000103423","DNAJA3","16","protein_coding"
"ENSG00000103429","BFAR","16","protein_coding"
"ENSG00000103449","SALL1","16","protein_coding"
"ENSG00000103460","TOX3","16","protein_coding"
"ENSG00000103472","RRN3P2","16","lncRNA"
"ENSG00000103479","RBL2","16","protein_coding"
"ENSG00000103485","QPRT","16","protein_coding"
"ENSG00000103489","XYLT1","16","protein_coding"
"ENSG00000103490","PYCARD","16","protein_coding"
"ENSG00000103494","RPGRIP1L","16","protein_coding"
"ENSG00000103495","MAZ","16","protein_coding"
"ENSG00000103496","STX4","16","protein_coding"
"ENSG00000103502","CDIPT","16","protein_coding"
"ENSG00000103507","BCKDK","16","protein_coding"
"ENSG00000103510","KAT8","16","protein_coding"
"ENSG00000103512","NOMO1","16","protein_coding"
"ENSG00000103522","IL21R","16","protein_coding"
"ENSG00000103528","SYT17","16","protein_coding"
"ENSG00000103534","TMC5","16","protein_coding"
"ENSG00000103540","CCP110","16","protein_coding"
"ENSG00000103544","VPS35L","16","protein_coding"
"ENSG00000103546","SLC6A2","16","protein_coding"
"ENSG00000103549","RNF40","16","protein_coding"
"ENSG00000103550","KNOP1","16","protein_coding"
"ENSG00000103569","AQP9","15","protein_coding"
"ENSG00000103591","AAGAB","15","protein_coding"
"ENSG00000103599","IQCH","15","protein_coding"
"ENSG00000103642","LACTB","15","protein_coding"
"ENSG00000103647","CORO2B","15","protein_coding"
"ENSG00000103653","CSK","15","protein_coding"
"ENSG00000103657","HERC1","15","protein_coding"
"ENSG00000103671","TRIP4","15","protein_coding"
"ENSG00000103707","MTFMT","15","protein_coding"
"ENSG00000103710","RASL12","15","protein_coding"
"ENSG00000103723","AP3B2","15","protein_coding"
"ENSG00000103740","ACSBG1","15","protein_coding"
"ENSG00000103742","IGDCC4","15","protein_coding"
"ENSG00000103769","RAB11A","15","protein_coding"
"ENSG00000103811","CTSH","15","protein_coding"
"ENSG00000103832","GOLGA8UP","15","transcribed_unprocessed_pseudogene"
"ENSG00000103852","TTC23","15","protein_coding"
"ENSG00000103855","CD276","15","protein_coding"
"ENSG00000103876","FAH","15","protein_coding"
"ENSG00000103888","CEMIP","15","protein_coding"
"ENSG00000103932","RPAP1","15","protein_coding"
"ENSG00000103942","HOMER2","15","protein_coding"
"ENSG00000103966","EHD4","15","protein_coding"
"ENSG00000103978","TMEM87A","15","protein_coding"
"ENSG00000103994","ZNF106","15","protein_coding"
"ENSG00000103995","CEP152","15","protein_coding"
"ENSG00000104043","ATP8B4","15","protein_coding"
"ENSG00000104044","OCA2","15","protein_coding"
"ENSG00000104047","DTWD1","15","protein_coding"
"ENSG00000104055","TGM5","15","protein_coding"
"ENSG00000104059","ENTREP2","15","protein_coding"
"ENSG00000104064","GABPB1","15","protein_coding"
"ENSG00000104067","TJP1","15","protein_coding"
"ENSG00000104081","BMF","15","protein_coding"
"ENSG00000104093","DMXL2","15","protein_coding"
"ENSG00000104112","SCG3","15","protein_coding"
"ENSG00000104129","DNAJC17","15","protein_coding"
"ENSG00000104131","EIF3J","15","protein_coding"
"ENSG00000104133","SPG11","15","protein_coding"
"ENSG00000104140","RHOV","15","protein_coding"
"ENSG00000104142","VPS18","15","protein_coding"
"ENSG00000104147","OIP5","15","protein_coding"
"ENSG00000104154","SLC30A4","15","protein_coding"
"ENSG00000104164","BLOC1S6","15","protein_coding"
"ENSG00000104177","MYEF2","15","protein_coding"
"ENSG00000104205","SGK3","8","protein_coding"
"ENSG00000104213","PDGFRL","8","protein_coding"
"ENSG00000104218","CSPP1","8","protein_coding"
"ENSG00000104219","ZDHHC2","8","protein_coding"
"ENSG00000104221","BRF2","8","protein_coding"
"ENSG00000104228","TRIM35","8","protein_coding"
"ENSG00000104231","ZFAND1","8","protein_coding"
"ENSG00000104237","RP1","8","protein_coding"
"ENSG00000104267","CA2","8","protein_coding"
"ENSG00000104290","FZD3","8","protein_coding"
"ENSG00000104299","INTS9","8","protein_coding"
"ENSG00000104312","RIPK2","8","protein_coding"
"ENSG00000104313","EYA1","8","protein_coding"
"ENSG00000104320","NBN","8","protein_coding"
"ENSG00000104321","TRPA1","8","protein_coding"
"ENSG00000104324","CPQ","8","protein_coding"
"ENSG00000104325","DECR1","8","protein_coding"
"ENSG00000104327","CALB1","8","protein_coding"
"ENSG00000104331","BPNT2","8","protein_coding"
"ENSG00000104332","SFRP1","8","protein_coding"
"ENSG00000104341","LAPTM4B","8","protein_coding"
"ENSG00000104343","UBE2W","8","protein_coding"
"ENSG00000104356","POP1","8","protein_coding"
"ENSG00000104361","NIPAL2","8","protein_coding"
"ENSG00000104365","IKBKB","8","protein_coding"
"ENSG00000104368","PLAT","8","protein_coding"
"ENSG00000104369","JPH1","8","protein_coding"
"ENSG00000104371","DKK4","8","protein_coding"
"ENSG00000104375","STK3","8","protein_coding"
"ENSG00000104381","GDAP1","8","protein_coding"
"ENSG00000104388","RAB2A","8","protein_coding"
"ENSG00000104408","EIF3E","8","protein_coding"
"ENSG00000104412","EMC2","8","protein_coding"
"ENSG00000104413","ESRP1","8","protein_coding"
"ENSG00000104415","CCN4","8","protein_coding"
"ENSG00000104419","NDRG1","8","protein_coding"
"ENSG00000104427","ZC2HC1A","8","protein_coding"
"ENSG00000104432","IL7","8","protein_coding"
"ENSG00000104435","STMN2","8","protein_coding"
"ENSG00000104442","ARMC1","8","protein_coding"
"ENSG00000104447","TRPS1","8","protein_coding"
"ENSG00000104450","SPAG1","8","protein_coding"
"ENSG00000104472","CHRAC1","8","protein_coding"
"ENSG00000104490","NCALD","8","protein_coding"
"ENSG00000104497","SNX16","8","protein_coding"
"ENSG00000104499","GML","8","protein_coding"
"ENSG00000104517","UBR5","8","protein_coding"
"ENSG00000104518","GSDMD","8","protein_coding"
"ENSG00000104522","GFUS","8","protein_coding"
"ENSG00000104524","PYCR3","8","protein_coding"
"ENSG00000104529","EEF1D","8","protein_coding"
"ENSG00000104537","ANXA13","8","protein_coding"
"ENSG00000104549","SQLE","8","protein_coding"
"ENSG00000104611","SH2D4A","8","protein_coding"
"ENSG00000104613","INTS10","8","protein_coding"
"ENSG00000104626","ERI1","8","protein_coding"
"ENSG00000104635","SLC39A14","8","protein_coding"
"ENSG00000104643","MTMR9","8","protein_coding"
"ENSG00000104660","LEPROTL1","8","protein_coding"
"ENSG00000104671","DCTN6","8","protein_coding"
"ENSG00000104679","R3HCC1","8","protein_coding"
"ENSG00000104687","GSR","8","protein_coding"
"ENSG00000104689","TNFRSF10A","8","protein_coding"
"ENSG00000104691","UBXN8","8","protein_coding"
"ENSG00000104695","PPP2CB","8","protein_coding"
"ENSG00000104714","ERICH1","8","protein_coding"
"ENSG00000104722","NEFM","8","protein_coding"
"ENSG00000104723","TUSC3","8","protein_coding"
"ENSG00000104728","ARHGEF10","8","protein_coding"
"ENSG00000104731","KLHDC4","16","protein_coding"
"ENSG00000104738","MCM4","8","protein_coding"
"ENSG00000104756","KCTD9","8","protein_coding"
"ENSG00000104760","FGL1","8","protein_coding"
"ENSG00000104763","ASAH1","8","protein_coding"
"ENSG00000104765","BNIP3L","8","protein_coding"
"ENSG00000104774","MAN2B1","19","protein_coding"
"ENSG00000104783","KCNN4","19","protein_coding"
"ENSG00000104804","TULP2","19","protein_coding"
"ENSG00000104805","NUCB1","19","protein_coding"
"ENSG00000104808","DHDH","19","protein_coding"
"ENSG00000104812","GYS1","19","protein_coding"
"ENSG00000104814","MAP4K1","19","protein_coding"
"ENSG00000104818","CGB2","19","protein_coding"
"ENSG00000104824","HNRNPL","19","protein_coding"
"ENSG00000104825","NFKBIB","19","protein_coding"
"ENSG00000104826","LHB","19","protein_coding"
"ENSG00000104827","CGB3","19","protein_coding"
"ENSG00000104833","TUBB4A","19","protein_coding"
"ENSG00000104848","KCNA7","19","protein_coding"
"ENSG00000104852","SNRNP70","19","protein_coding"
"ENSG00000104853","CLPTM1","19","protein_coding"
"ENSG00000104856","RELB","19","protein_coding"
"ENSG00000104859","CLASRP","19","protein_coding"
"ENSG00000104863","LIN7B","19","protein_coding"
"ENSG00000104866","PPP1R37","19","protein_coding"
"ENSG00000104870","FCGRT","19","protein_coding"
"ENSG00000104872","PIH1D1","19","protein_coding"
"ENSG00000104879","CKM","19","protein_coding"
"ENSG00000104880","ARHGEF18","19","protein_coding"
"ENSG00000104881","PPP1R13L","19","protein_coding"
"ENSG00000104883","PEX11G","19","protein_coding"
"ENSG00000104884","ERCC2","19","protein_coding"
"ENSG00000104885","DOT1L","19","protein_coding"
"ENSG00000104886","PLEKHJ1","19","protein_coding"
"ENSG00000104888","SLC17A7","19","protein_coding"
"ENSG00000104889","RNASEH2A","19","protein_coding"
"ENSG00000104892","KLC3","19","protein_coding"
"ENSG00000104894","CD37","19","protein_coding"
"ENSG00000104897","SF3A2","19","protein_coding"
"ENSG00000104899","AMH","19","protein_coding"
"ENSG00000104901","DKKL1","19","protein_coding"
"ENSG00000104903","LYL1","19","protein_coding"
"ENSG00000104904","OAZ1","19","protein_coding"
"ENSG00000104907","TRMT1","19","protein_coding"
"ENSG00000104915","STX10","19","protein_coding"
"ENSG00000104918","RETN","19","protein_coding"
"ENSG00000104921","FCER2","19","protein_coding"
"ENSG00000104936","DMPK","19","protein_coding"
"ENSG00000104938","CLEC4M","19","protein_coding"
"ENSG00000104941","RSPH6A","19","protein_coding"
"ENSG00000104946","TBC1D17","19","protein_coding"
"ENSG00000104951","IL4I1","19","protein_coding"
"ENSG00000104953","TLE6","19","protein_coding"
"ENSG00000104957","YJU2B","19","protein_coding"
"ENSG00000104960","PTOV1","19","protein_coding"
"ENSG00000104964","TLE5","19","protein_coding"
"ENSG00000104967","NOVA2","19","protein_coding"
"ENSG00000104969","SGTA","19","protein_coding"
"ENSG00000104970","KIR3DX1","19","transcribed_unprocessed_pseudogene"
"ENSG00000104972","LILRB1","19","protein_coding"
"ENSG00000104973","MED25","19","protein_coding"
"ENSG00000104976","SNAPC2","19","protein_coding"
"ENSG00000104979","C19orf53","19","protein_coding"
"ENSG00000104980","TIMM44","19","protein_coding"
"ENSG00000104983","CCDC61","19","protein_coding"
"ENSG00000105048","TNNT1","19","protein_coding"
"ENSG00000105053","VRK3","19","protein_coding"
"ENSG00000105058","FAM32A","19","protein_coding"
"ENSG00000105063","PPP6R1","19","protein_coding"
"ENSG00000105072","C19orf44","19","protein_coding"
"ENSG00000105085","MED26","19","protein_coding"
"ENSG00000105088","OLFM2","19","protein_coding"
"ENSG00000105122","RASAL3","19","protein_coding"
"ENSG00000105127","AKAP8","19","protein_coding"
"ENSG00000105131","EPHX3","19","protein_coding"
"ENSG00000105135","ILVBL","19","protein_coding"
"ENSG00000105136","ZNF419","19","protein_coding"
"ENSG00000105137","SYDE1","19","protein_coding"
"ENSG00000105141","CASP14","19","protein_coding"
"ENSG00000105143","SLC1A6","19","protein_coding"
"ENSG00000105146","AURKC","19","protein_coding"
"ENSG00000105171","POP4","19","protein_coding"
"ENSG00000105173","CCNE1","19","protein_coding"
"ENSG00000105176","URI1","19","protein_coding"
"ENSG00000105185","PDCD5","19","protein_coding"
"ENSG00000105186","ANKRD27","19","protein_coding"
"ENSG00000105193","RPS16","19","protein_coding"
"ENSG00000105197","TIMM50","19","protein_coding"
"ENSG00000105198","LGALS13","19","protein_coding"
"ENSG00000105202","FBL","19","protein_coding"
"ENSG00000105204","DYRK1B","19","protein_coding"
"ENSG00000105205","CLC","19","protein_coding"
"ENSG00000105219","CCNP","19","protein_coding"
